date,name,points
1978-07-01,C.E.H. Croft,330
1978-07-01,R.J. Hadlee,326
1978-07-01,G.S. Chappell,325
1978-07-01,I.T. Botham,314
1978-07-01,B.L. Cairns,313
1978-07-01,M. Hendrick,308
1978-07-01,B. Wood,289
1978-07-01,Asif Iqbal,286
1978-07-01,Madan Lal,280
1978-07-01,Salim Altaf,276
1978-07-01,G. Dymock,274
1978-07-01,R.D. Jackman,272
1978-07-01,Javed Miandad,269
1978-07-01,C.H. Lloyd,264
1978-07-01,G. Miller,259
1978-07-01,B.J. McKechnie,258
1978-07-01,B.E. Congdon,255
1978-07-01,M.A. Holding,250
1978-07-01,Liaqat Ali,250
1978-07-01,L.W. Kaluperuma,238
1978-07-01,G.J. Cosier,237
1978-07-01,S. Venkataraghavan,233
1978-07-01,Wasim Raja,230
1978-07-01,L.S. Pascoe,219
1978-07-01,J. Garner,211
1978-07-01,D.S. de Silva,193
1978-07-01,K.D. Walters,193
1978-07-01,I.W. Callen,191
1978-07-01,Iqbal Qasim,189
1978-07-01,Sikander Bakht,187
1978-07-01,R.J. Bright,182
1978-07-01,A.R.M. Opatha,174
1978-07-01,M.F. Malone,167
1978-07-01,B. Warnapura,164
1978-07-01,M. Amarnath,162
1978-07-01,Majid Khan,162
1978-07-01,T.J. Laughlin,161
1978-07-01,C.L. King,150
1978-07-01,Mudassar Nazar,145
1978-07-01,Hasan Jamil,129
1978-07-01,I.V.A. Richards,124
1978-07-01,W.W. Daniel,108
1978-07-01,A.N. Ranasinghe,98
1978-07-01,A.G. Hurst,97
1978-07-01,G.B. Troup,92
1978-07-01,D.R. Parry,73
1978-07-01,P. Willey,63
1978-07-01,Naeem Ahmed,56
1978-07-01,S.T. Clarke,55
1978-07-01,B. Yardley,53
1978-07-01,Sadiq Mohammad,52
1978-07-01,I.M. Chappell,48
1978-07-01,Mushtaq Mohammad,43
1978-07-01,G.R.A. de Silva,26
1978-07-01,K.D. Ghavri,23
1978-07-01,M.W. Gatting,23
1978-07-01,H.A. Gomes,21
1978-07-01,J.M. Parker,20
1978-07-01,M.G. Burgess,18
1978-07-01,G.N. Edwards,8
1978-07-01,D. Lloyd,5
1978-07-01,S.M.H. Kirmani,0
1978-07-01,G.M. Wood,0
1978-07-01,G.R.J. Roope,0
1978-07-01,Arshad Pervez,0
1978-07-01,G. Boycott,0
1978-07-01,K.W.R. Fletcher,0
1978-07-01,D.A. Murray,0
1978-07-01,S.F.A.F. Bacchus,0
1978-07-01,K.J. Hughes,0
1978-07-01,W.M. Darling,0
1978-07-01,G.N. Yallop,0
1978-07-01,G.M. Turner,0
1978-07-01,R.W. Marsh,0
1978-07-01,C.T. Radley,0
1978-07-01,A.I. Kallicharran,0
1978-07-01,P.R. Downton,0
1978-07-01,Wasim Bari,0
1978-07-01,D.L. Murray,0
1978-07-01,S.J. Rixon,0
1978-07-01,Haroon Rashid,0
1978-07-01,P.M. Toohey,0
1978-07-01,R.W. Taylor,0
1978-07-01,D.W. Hookes,0
1978-07-01,J.F.M. Morrison,0
1978-07-01,L.R.D. Mendis,0
1978-07-01,A.P.B. Tennekoon,0
1978-08-01,C.M. Old,560
1978-08-01,Sarfraz Nawaz,512
1978-08-01,M.H.N. Walker,512
1978-08-01,A.M.E. Roberts,498
1978-08-01,R.G.D. Willis,471
1978-08-01,R.O. Collinge,469
1978-08-01,D.L. Underwood,440
1978-08-01,J.K. Lever,435
1978-08-01,D.K. Lillee,407
1978-08-01,B.L. Cairns,378
1978-08-01,R.J. Hadlee,377
1978-08-01,J.R. Thomson,375
1978-08-01,P.H. Edmonds,371
1978-08-01,Imran Khan,365
1978-08-01,B.S. Bedi,347
1978-08-01,I.T. Botham,340
1978-08-01,M. Hendrick,338
1978-08-01,C.E.H. Croft,330
1978-08-01,G.S. Chappell,325
1978-08-01,B.E. Congdon,314
1978-08-01,G. Miller,298
1978-08-01,Asif Iqbal,286
1978-08-01,B. Wood,286
1978-08-01,Madan Lal,280
1978-08-01,Salim Altaf,276
1978-08-01,G. Dymock,274
1978-08-01,R.D. Jackman,270
1978-08-01,Javed Miandad,269
1978-08-01,C.H. Lloyd,264
1978-08-01,B.J. McKechnie,255
1978-08-01,M.A. Holding,250
1978-08-01,L.W. Kaluperuma,238
1978-08-01,G.J. Cosier,237
1978-08-01,S. Venkataraghavan,233
1978-08-01,Wasim Raja,230
1978-08-01,L.S. Pascoe,219
1978-08-01,J. Garner,211
1978-08-01,D.S. de Silva,193
1978-08-01,K.D. Walters,193
1978-08-01,I.W. Callen,191
1978-08-01,Iqbal Qasim,189
1978-08-01,Sikander Bakht,187
1978-08-01,R.J. Bright,182
1978-08-01,A.R.M. Opatha,174
1978-08-01,M.F. Malone,167
1978-08-01,B. Warnapura,164
1978-08-01,M. Amarnath,162
1978-08-01,Majid Khan,162
1978-08-01,T.J. Laughlin,161
1978-08-01,C.L. King,150
1978-08-01,Mudassar Nazar,145
1978-08-01,Hasan Jamil,129
1978-08-01,I.V.A. Richards,124
1978-08-01,B.P. Bracewell,111
1978-08-01,W.W. Daniel,108
1978-08-01,A.N. Ranasinghe,98
1978-08-01,A.G. Hurst,97
1978-08-01,G.B. Troup,91
1978-08-01,D.R. Parry,73
1978-08-01,G.A. Gooch,69
1978-08-01,P. Willey,62
1978-08-01,S.T. Clarke,55
1978-08-01,B. Yardley,53
1978-08-01,Sadiq Mohammad,52
1978-08-01,I.M. Chappell,48
1978-08-01,Mushtaq Mohammad,43
1978-08-01,S.L. Boock,32
1978-08-01,G.P. Howarth,27
1978-08-01,G.R.A. de Silva,26
1978-08-01,K.D. Ghavri,23
1978-08-01,M.W. Gatting,23
1978-08-01,H.A. Gomes,21
1978-08-01,J.M. Parker,20
1978-08-01,M.G. Burgess,18
1978-08-01,G.N. Edwards,9
1978-08-01,D. Lloyd,5
1978-08-01,C.T. Radley,0
1978-08-01,G.M. Wood,0
1978-08-01,G.R. Viswanath,0
1978-08-01,D.A. Murray,0
1978-08-01,K.J. Hughes,0
1978-08-01,S.M.H. Kirmani,0
1978-08-01,G.N. Yallop,0
1978-08-01,D.B. Vengsarkar,0
1978-08-01,L.R.D. Mendis,0
1978-08-01,J.M. Brearley,0
1978-08-01,K.W.R. Fletcher,0
1978-08-01,B.P. Patel,0
1978-08-01,S.R.de S. Wettimuny,0
1978-08-01,D.I. Gower,0
1978-08-01,A.P.B. Tennekoon,0
1978-08-01,P.R. Downton,0
1978-08-01,D.W. Randall,0
1978-08-01,R.W. Taylor,0
1978-08-01,G. Boycott,0
1978-08-01,A.D. Gaekwad,0
1978-08-01,S.M. Gavaskar,0
1978-08-01,S.J. Rixon,0
1978-08-01,A.I. Kallicharran,0
1978-08-01,Zaheer Abbas,0
1978-09-01,C.M. Old,560
1978-09-01,Sarfraz Nawaz,512
1978-09-01,M.H.N. Walker,512
1978-09-01,A.M.E. Roberts,498
1978-09-01,R.G.D. Willis,471
1978-09-01,R.O. Collinge,469
1978-09-01,D.L. Underwood,440
1978-09-01,J.K. Lever,435
1978-09-01,D.K. Lillee,407
1978-09-01,B.L. Cairns,378
1978-09-01,R.J. Hadlee,377
1978-09-01,J.R. Thomson,375
1978-09-01,P.H. Edmonds,371
1978-09-01,Imran Khan,365
1978-09-01,B.S. Bedi,347
1978-09-01,I.T. Botham,340
1978-09-01,M. Hendrick,338
1978-09-01,C.E.H. Croft,330
1978-09-01,G.S. Chappell,325
1978-09-01,B.E. Congdon,314
1978-09-01,G. Miller,298
1978-09-01,Asif Iqbal,286
1978-09-01,B. Wood,286
1978-09-01,Madan Lal,280
1978-09-01,Salim Altaf,276
1978-09-01,G. Dymock,274
1978-09-01,R.D. Jackman,270
1978-09-01,Javed Miandad,269
1978-09-01,C.H. Lloyd,264
1978-09-01,B.J. McKechnie,255
1978-09-01,M.A. Holding,250
1978-09-01,L.W. Kaluperuma,238
1978-09-01,G.J. Cosier,237
1978-09-01,S. Venkataraghavan,233
1978-09-01,Wasim Raja,230
1978-09-01,L.S. Pascoe,219
1978-09-01,J. Garner,211
1978-09-01,D.S. de Silva,193
1978-09-01,K.D. Walters,193
1978-09-01,I.W. Callen,191
1978-09-01,Iqbal Qasim,189
1978-09-01,Sikander Bakht,187
1978-09-01,R.J. Bright,182
1978-09-01,A.R.M. Opatha,174
1978-09-01,M.F. Malone,167
1978-09-01,B. Warnapura,164
1978-09-01,M. Amarnath,162
1978-09-01,Majid Khan,162
1978-09-01,T.J. Laughlin,161
1978-09-01,C.L. King,150
1978-09-01,Mudassar Nazar,145
1978-09-01,Hasan Jamil,129
1978-09-01,I.V.A. Richards,124
1978-09-01,B.P. Bracewell,111
1978-09-01,W.W. Daniel,108
1978-09-01,A.N. Ranasinghe,98
1978-09-01,A.G. Hurst,97
1978-09-01,G.B. Troup,91
1978-09-01,D.R. Parry,73
1978-09-01,G.A. Gooch,69
1978-09-01,P. Willey,62
1978-09-01,S.T. Clarke,55
1978-09-01,B. Yardley,53
1978-09-01,Sadiq Mohammad,52
1978-09-01,I.M. Chappell,48
1978-09-01,Mushtaq Mohammad,43
1978-09-01,S.L. Boock,32
1978-09-01,G.P. Howarth,27
1978-09-01,G.R.A. de Silva,26
1978-09-01,K.D. Ghavri,23
1978-09-01,M.W. Gatting,23
1978-09-01,H.A. Gomes,21
1978-09-01,J.M. Parker,20
1978-09-01,M.G. Burgess,18
1978-09-01,G.N. Edwards,9
1978-09-01,D. Lloyd,5
1978-09-01,C.T. Radley,0
1978-09-01,G.M. Wood,0
1978-09-01,G.R. Viswanath,0
1978-09-01,D.A. Murray,0
1978-09-01,K.J. Hughes,0
1978-09-01,S.M.H. Kirmani,0
1978-09-01,G.N. Yallop,0
1978-09-01,D.B. Vengsarkar,0
1978-09-01,L.R.D. Mendis,0
1978-09-01,J.M. Brearley,0
1978-09-01,K.W.R. Fletcher,0
1978-09-01,B.P. Patel,0
1978-09-01,S.R.de S. Wettimuny,0
1978-09-01,D.I. Gower,0
1978-09-01,A.P.B. Tennekoon,0
1978-09-01,P.R. Downton,0
1978-09-01,D.W. Randall,0
1978-09-01,R.W. Taylor,0
1978-09-01,G. Boycott,0
1978-09-01,A.D. Gaekwad,0
1978-09-01,S.M. Gavaskar,0
1978-09-01,S.J. Rixon,0
1978-09-01,A.I. Kallicharran,0
1978-09-01,Zaheer Abbas,0
1978-10-01,C.M. Old,560
1978-10-01,Sarfraz Nawaz,532
1978-10-01,M.H.N. Walker,512
1978-10-01,A.M.E. Roberts,498
1978-10-01,R.G.D. Willis,471
1978-10-01,D.L. Underwood,440
1978-10-01,J.K. Lever,435
1978-10-01,D.K. Lillee,407
1978-10-01,B.L. Cairns,378
1978-10-01,R.J. Hadlee,377
1978-10-01,J.R. Thomson,375
1978-10-01,P.H. Edmonds,371
1978-10-01,Imran Khan,345
1978-10-01,I.T. Botham,340
1978-10-01,M. Hendrick,338
1978-10-01,B.S. Bedi,331
1978-10-01,C.E.H. Croft,330
1978-10-01,G.S. Chappell,325
1978-10-01,G. Miller,298
1978-10-01,S. Venkataraghavan,294
1978-10-01,B. Wood,286
1978-10-01,Asif Iqbal,284
1978-10-01,Madan Lal,279
1978-10-01,G. Dymock,274
1978-10-01,Salim Altaf,274
1978-10-01,R.D. Jackman,270
1978-10-01,Javed Miandad,264
1978-10-01,C.H. Lloyd,264
1978-10-01,B.J. McKechnie,255
1978-10-01,Iqbal Qasim,251
1978-10-01,M.A. Holding,250
1978-10-01,L.W. Kaluperuma,238
1978-10-01,G.J. Cosier,237
1978-10-01,Wasim Raja,229
1978-10-01,Hasan Jamil,220
1978-10-01,L.S. Pascoe,219
1978-10-01,J. Garner,211
1978-10-01,M. Amarnath,209
1978-10-01,K.D. Walters,193
1978-10-01,D.S. de Silva,193
1978-10-01,I.W. Callen,191
1978-10-01,Sikander Bakht,186
1978-10-01,R.J. Bright,182
1978-10-01,A.R.M. Opatha,174
1978-10-01,M.F. Malone,167
1978-10-01,B. Warnapura,164
1978-10-01,T.J. Laughlin,161
1978-10-01,Mudassar Nazar,160
1978-10-01,Majid Khan,159
1978-10-01,C.L. King,150
1978-10-01,K.D. Ghavri,130
1978-10-01,I.V.A. Richards,124
1978-10-01,W.W. Daniel,108
1978-10-01,A.N. Ranasinghe,98
1978-10-01,A.G. Hurst,97
1978-10-01,G.B. Troup,91
1978-10-01,Kapil Dev,76
1978-10-01,D.R. Parry,73
1978-10-01,G.A. Gooch,69
1978-10-01,P. Willey,62
1978-10-01,S.T. Clarke,55
1978-10-01,B. Yardley,53
1978-10-01,Sadiq Mohammad,52
1978-10-01,I.M. Chappell,48
1978-10-01,Mushtaq Mohammad,43
1978-10-01,S.L. Boock,32
1978-10-01,G.P. Howarth,27
1978-10-01,G.R.A. de Silva,26
1978-10-01,M.W. Gatting,23
1978-10-01,H.A. Gomes,21
1978-10-01,J.M. Parker,20
1978-10-01,M.G. Burgess,18
1978-10-01,G.N. Edwards,9
1978-10-01,D. Lloyd,5
1978-10-01,D.B. Vengsarkar,0
1978-10-01,Mohsin Khan,0
1978-10-01,S. Amarnath,0
1978-10-01,D.W. Hookes,0
1978-10-01,J.G. Wright,0
1978-10-01,S.J. Rixon,0
1978-10-01,P.M. Toohey,0
1978-10-01,W.M. Darling,0
1978-10-01,G.M. Wood,0
1978-10-01,Haroon Rashid,0
1978-10-01,C.P.S. Chauhan,0
1978-10-01,K.J. Hughes,0
1978-10-01,B.A. Edgar,0
1978-10-01,G.N. Yallop,0
1978-10-01,S.M.H. Kirmani,0
1978-10-01,R.W. Taylor,0
1978-10-01,C.G. Greenidge,0
1978-10-01,L.G. Rowe,0
1978-10-01,Wasim Bari,0
1978-10-01,J.M. Brearley,0
1978-10-01,D.W. Randall,0
1978-10-01,D.L. Haynes,0
1978-10-01,G.M. Turner,0
1978-10-01,R.W. Marsh,0
1978-10-01,P.R. Downton,0
1978-10-01,D.A. Murray,0
1978-11-01,C.M. Old,560
1978-11-01,Sarfraz Nawaz,540
1978-11-01,M.H.N. Walker,512
1978-11-01,A.M.E. Roberts,498
1978-11-01,R.G.D. Willis,471
1978-11-01,D.L. Underwood,440
1978-11-01,J.K. Lever,435
1978-11-01,D.K. Lillee,407
1978-11-01,B.L. Cairns,378
1978-11-01,R.J. Hadlee,377
1978-11-01,J.R. Thomson,375
1978-11-01,P.H. Edmonds,371
1978-11-01,Imran Khan,343
1978-11-01,I.T. Botham,340
1978-11-01,M. Hendrick,338
1978-11-01,Salim Altaf,333
1978-11-01,C.E.H. Croft,330
1978-11-01,G.S. Chappell,325
1978-11-01,Hasan Jamil,310
1978-11-01,Sikander Bakht,306
1978-11-01,B.S. Bedi,303
1978-11-01,G. Miller,298
1978-11-01,S. Venkataraghavan,288
1978-11-01,B. Wood,286
1978-11-01,Asif Iqbal,283
1978-11-01,Madan Lal,277
1978-11-01,G. Dymock,274
1978-11-01,R.D. Jackman,270
1978-11-01,C.H. Lloyd,264
1978-11-01,Javed Miandad,260
1978-11-01,B.J. McKechnie,255
1978-11-01,M.A. Holding,250
1978-11-01,Iqbal Qasim,250
1978-11-01,L.W. Kaluperuma,238
1978-11-01,G.J. Cosier,237
1978-11-01,Wasim Raja,233
1978-11-01,L.S. Pascoe,219
1978-11-01,J. Garner,211
1978-11-01,M. Amarnath,206
1978-11-01,D.S. de Silva,193
1978-11-01,K.D. Walters,193
1978-11-01,I.W. Callen,191
1978-11-01,R.J. Bright,182
1978-11-01,A.R.M. Opatha,174
1978-11-01,K.D. Ghavri,168
1978-11-01,M.F. Malone,167
1978-11-01,B. Warnapura,164
1978-11-01,T.J. Laughlin,161
1978-11-01,Mudassar Nazar,159
1978-11-01,Majid Khan,158
1978-11-01,C.L. King,150
1978-11-01,I.V.A. Richards,124
1978-11-01,Kapil Dev,121
1978-11-01,W.W. Daniel,108
1978-11-01,A.N. Ranasinghe,98
1978-11-01,A.G. Hurst,97
1978-11-01,G.B. Troup,91
1978-11-01,D.R. Parry,73
1978-11-01,G.A. Gooch,69
1978-11-01,P. Willey,62
1978-11-01,S.T. Clarke,55
1978-11-01,B. Yardley,53
1978-11-01,Sadiq Mohammad,52
1978-11-01,I.M. Chappell,48
1978-11-01,Mushtaq Mohammad,43
1978-11-01,S.L. Boock,32
1978-11-01,G.P. Howarth,27
1978-11-01,G.R.A. de Silva,26
1978-11-01,M.W. Gatting,23
1978-11-01,H.A. Gomes,21
1978-11-01,J.M. Parker,20
1978-11-01,M.G. Burgess,18
1978-11-01,S.M. Gavaskar,18
1978-11-01,G.N. Edwards,9
1978-11-01,D. Lloyd,5
1978-11-01,S.R.de S. Wettimuny,0
1978-11-01,A.I. Kallicharran,0
1978-11-01,P.R. Downton,0
1978-11-01,G.M. Wood,0
1978-11-01,W.M. Darling,0
1978-11-01,G.N. Yallop,0
1978-11-01,P.M. Toohey,0
1978-11-01,S.J. Rixon,0
1978-11-01,Haroon Rashid,0
1978-11-01,Azmat Rana,0
1978-11-01,Yashpal Sharma,0
1978-11-01,S.F.A.F. Bacchus,0
1978-11-01,S. Amarnath,0
1978-11-01,C.P.S. Chauhan,0
1978-11-01,J.G. Wright,0
1978-11-01,B.A. Edgar,0
1978-11-01,D.A. Murray,0
1978-11-01,R.B. McCosker,0
1978-11-01,D.I. Gower,0
1978-11-01,D.L. Murray,0
1978-11-01,K.J. Hughes,0
1978-11-01,Wasim Bari,0
1978-11-01,J.M. Brearley,0
1978-11-01,L.G. Rowe,0
1978-11-01,C.G. Greenidge,0
1978-12-01,C.M. Old,560
1978-12-01,Sarfraz Nawaz,549
1978-12-01,M.H.N. Walker,512
1978-12-01,A.M.E. Roberts,498
1978-12-01,R.G.D. Willis,471
1978-12-01,D.L. Underwood,440
1978-12-01,J.K. Lever,435
1978-12-01,D.K. Lillee,407
1978-12-01,B.L. Cairns,378
1978-12-01,R.J. Hadlee,377
1978-12-01,J.R. Thomson,375
1978-12-01,P.H. Edmonds,371
1978-12-01,Imran Khan,354
1978-12-01,I.T. Botham,340
1978-12-01,M. Hendrick,338
1978-12-01,C.E.H. Croft,330
1978-12-01,S. Venkataraghavan,327
1978-12-01,G.S. Chappell,325
1978-12-01,Salim Altaf,317
1978-12-01,Hasan Jamil,304
1978-12-01,Sikander Bakht,304
1978-12-01,B.S. Bedi,299
1978-12-01,G. Miller,298
1978-12-01,Asif Iqbal,286
1978-12-01,B. Wood,286
1978-12-01,Madan Lal,276
1978-12-01,G. Dymock,274
1978-12-01,R.D. Jackman,270
1978-12-01,C.H. Lloyd,264
1978-12-01,Javed Miandad,256
1978-12-01,M. Amarnath,255
1978-12-01,B.J. McKechnie,255
1978-12-01,M.A. Holding,250
1978-12-01,Iqbal Qasim,248
1978-12-01,L.W. Kaluperuma,238
1978-12-01,G.J. Cosier,237
1978-12-01,Wasim Raja,232
1978-12-01,L.S. Pascoe,219
1978-12-01,K.D. Ghavri,213
1978-12-01,J. Garner,211
1978-12-01,Kapil Dev,200
1978-12-01,D.S. de Silva,193
1978-12-01,K.D. Walters,193
1978-12-01,I.W. Callen,191
1978-12-01,R.J. Bright,182
1978-12-01,A.R.M. Opatha,174
1978-12-01,M.F. Malone,167
1978-12-01,B. Warnapura,164
1978-12-01,T.J. Laughlin,161
1978-12-01,Mudassar Nazar,158
1978-12-01,Majid Khan,156
1978-12-01,C.L. King,150
1978-12-01,I.V.A. Richards,124
1978-12-01,W.W. Daniel,108
1978-12-01,A.N. Ranasinghe,98
1978-12-01,A.G. Hurst,97
1978-12-01,G.B. Troup,91
1978-12-01,D.R. Parry,73
1978-12-01,G.A. Gooch,69
1978-12-01,P. Willey,62
1978-12-01,S.T. Clarke,55
1978-12-01,B. Yardley,53
1978-12-01,Sadiq Mohammad,52
1978-12-01,I.M. Chappell,48
1978-12-01,Mushtaq Mohammad,44
1978-12-01,S.L. Boock,32
1978-12-01,G.P. Howarth,27
1978-12-01,G.R.A. de Silva,26
1978-12-01,M.W. Gatting,23
1978-12-01,H.A. Gomes,21
1978-12-01,J.M. Parker,20
1978-12-01,S.M. Gavaskar,18
1978-12-01,M.G. Burgess,18
1978-12-01,G.N. Edwards,9
1978-12-01,D. Lloyd,5
1978-12-01,A.I. Kallicharran,0
1978-12-01,G.N. Yallop,0
1978-12-01,G.M. Wood,0
1978-12-01,D.I. Gower,0
1978-12-01,P.R. Downton,0
1978-12-01,W.M. Darling,0
1978-12-01,P.M. Toohey,0
1978-12-01,S.J. Rixon,0
1978-12-01,R.B. McCosker,0
1978-12-01,Mohsin Khan,0
1978-12-01,B. Reddy,0
1978-12-01,Azmat Rana,0
1978-12-01,Yashpal Sharma,0
1978-12-01,S.F.A.F. Bacchus,0
1978-12-01,S. Amarnath,0
1978-12-01,C.P.S. Chauhan,0
1978-12-01,J.G. Wright,0
1978-12-01,B.A. Edgar,0
1978-12-01,D.A. Murray,0
1978-12-01,Haroon Rashid,0
1978-12-01,D.L. Murray,0
1978-12-01,L.R.D. Mendis,0
1978-12-01,A.P.B. Tennekoon,0
1978-12-01,J.M. Brearley,0
1978-12-01,L.G. Rowe,0
1979-01-01,C.M. Old,560
1979-01-01,Sarfraz Nawaz,549
1979-01-01,M.H.N. Walker,512
1979-01-01,A.M.E. Roberts,498
1979-01-01,R.G.D. Willis,471
1979-01-01,D.L. Underwood,440
1979-01-01,J.K. Lever,435
1979-01-01,D.K. Lillee,407
1979-01-01,B.L. Cairns,378
1979-01-01,R.J. Hadlee,377
1979-01-01,J.R. Thomson,375
1979-01-01,P.H. Edmonds,371
1979-01-01,Imran Khan,354
1979-01-01,I.T. Botham,340
1979-01-01,M. Hendrick,338
1979-01-01,C.E.H. Croft,330
1979-01-01,S. Venkataraghavan,327
1979-01-01,G.S. Chappell,325
1979-01-01,Salim Altaf,317
1979-01-01,Hasan Jamil,304
1979-01-01,Sikander Bakht,304
1979-01-01,B.S. Bedi,299
1979-01-01,G. Miller,298
1979-01-01,Asif Iqbal,286
1979-01-01,B. Wood,286
1979-01-01,Madan Lal,276
1979-01-01,G. Dymock,274
1979-01-01,R.D. Jackman,270
1979-01-01,C.H. Lloyd,264
1979-01-01,Javed Miandad,256
1979-01-01,M. Amarnath,255
1979-01-01,B.J. McKechnie,255
1979-01-01,M.A. Holding,250
1979-01-01,Iqbal Qasim,248
1979-01-01,L.W. Kaluperuma,238
1979-01-01,G.J. Cosier,237
1979-01-01,Wasim Raja,232
1979-01-01,L.S. Pascoe,219
1979-01-01,K.D. Ghavri,213
1979-01-01,J. Garner,211
1979-01-01,Kapil Dev,200
1979-01-01,D.S. de Silva,193
1979-01-01,K.D. Walters,193
1979-01-01,I.W. Callen,191
1979-01-01,R.J. Bright,182
1979-01-01,A.R.M. Opatha,174
1979-01-01,M.F. Malone,167
1979-01-01,B. Warnapura,164
1979-01-01,T.J. Laughlin,161
1979-01-01,Mudassar Nazar,158
1979-01-01,Majid Khan,156
1979-01-01,C.L. King,150
1979-01-01,I.V.A. Richards,124
1979-01-01,W.W. Daniel,108
1979-01-01,A.N. Ranasinghe,98
1979-01-01,A.G. Hurst,97
1979-01-01,G.B. Troup,91
1979-01-01,D.R. Parry,73
1979-01-01,G.A. Gooch,69
1979-01-01,P. Willey,62
1979-01-01,S.T. Clarke,55
1979-01-01,B. Yardley,53
1979-01-01,Sadiq Mohammad,52
1979-01-01,I.M. Chappell,48
1979-01-01,Mushtaq Mohammad,44
1979-01-01,S.L. Boock,32
1979-01-01,G.P. Howarth,27
1979-01-01,G.R.A. de Silva,26
1979-01-01,M.W. Gatting,23
1979-01-01,H.A. Gomes,21
1979-01-01,J.M. Parker,20
1979-01-01,S.M. Gavaskar,18
1979-01-01,M.G. Burgess,18
1979-01-01,G.N. Edwards,9
1979-01-01,D. Lloyd,5
1979-01-01,A.I. Kallicharran,0
1979-01-01,G.N. Yallop,0
1979-01-01,G.M. Wood,0
1979-01-01,D.I. Gower,0
1979-01-01,P.R. Downton,0
1979-01-01,W.M. Darling,0
1979-01-01,P.M. Toohey,0
1979-01-01,S.J. Rixon,0
1979-01-01,R.B. McCosker,0
1979-01-01,Mohsin Khan,0
1979-01-01,B. Reddy,0
1979-01-01,Azmat Rana,0
1979-01-01,Yashpal Sharma,0
1979-01-01,S.F.A.F. Bacchus,0
1979-01-01,S. Amarnath,0
1979-01-01,C.P.S. Chauhan,0
1979-01-01,J.G. Wright,0
1979-01-01,B.A. Edgar,0
1979-01-01,D.A. Murray,0
1979-01-01,Haroon Rashid,0
1979-01-01,D.L. Murray,0
1979-01-01,L.R.D. Mendis,0
1979-01-01,A.P.B. Tennekoon,0
1979-01-01,J.M. Brearley,0
1979-01-01,L.G. Rowe,0
1979-02-01,C.M. Old,580
1979-02-01,Sarfraz Nawaz,549
1979-02-01,M.H.N. Walker,507
1979-02-01,A.M.E. Roberts,498
1979-02-01,R.G.D. Willis,486
1979-02-01,J.K. Lever,458
1979-02-01,D.L. Underwood,436
1979-02-01,D.K. Lillee,403
1979-02-01,B.L. Cairns,378
1979-02-01,R.J. Hadlee,377
1979-02-01,J.R. Thomson,371
1979-02-01,M. Hendrick,369
1979-02-01,I.T. Botham,358
1979-02-01,Imran Khan,354
1979-02-01,P.H. Edmonds,341
1979-02-01,C.E.H. Croft,330
1979-02-01,S. Venkataraghavan,327
1979-02-01,G.S. Chappell,321
1979-02-01,Sikander Bakht,304
1979-02-01,B.S. Bedi,299
1979-02-01,G. Miller,295
1979-02-01,G. Dymock,294
1979-02-01,Asif Iqbal,286
1979-02-01,B. Wood,283
1979-02-01,Madan Lal,276
1979-02-01,R.D. Jackman,267
1979-02-01,C.H. Lloyd,264
1979-02-01,Javed Miandad,256
1979-02-01,M. Amarnath,255
1979-02-01,B.J. McKechnie,255
1979-02-01,M.A. Holding,250
1979-02-01,Iqbal Qasim,248
1979-02-01,L.W. Kaluperuma,238
1979-02-01,Wasim Raja,232
1979-02-01,G.J. Cosier,226
1979-02-01,L.S. Pascoe,217
1979-02-01,K.D. Ghavri,213
1979-02-01,J. Garner,211
1979-02-01,Kapil Dev,200
1979-02-01,D.S. de Silva,193
1979-02-01,K.D. Walters,191
1979-02-01,I.W. Callen,189
1979-02-01,T.J. Laughlin,187
1979-02-01,R.J. Bright,180
1979-02-01,A.R.M. Opatha,174
1979-02-01,M.F. Malone,166
1979-02-01,B. Warnapura,164
1979-02-01,Mudassar Nazar,158
1979-02-01,Majid Khan,156
1979-02-01,C.L. King,150
1979-02-01,I.V.A. Richards,124
1979-02-01,A.G. Hurst,115
1979-02-01,W.W. Daniel,108
1979-02-01,A.N. Ranasinghe,98
1979-02-01,G.B. Troup,91
1979-02-01,D.R. Parry,73
1979-02-01,G.A. Gooch,66
1979-02-01,P. Willey,62
1979-02-01,R.M. Hogg,58
1979-02-01,S.T. Clarke,55
1979-02-01,B. Yardley,52
1979-02-01,Sadiq Mohammad,52
1979-02-01,I.M. Chappell,47
1979-02-01,P.H. Carlson,46
1979-02-01,S.L. Boock,32
1979-02-01,G.P. Howarth,27
1979-02-01,G.R.A. de Silva,26
1979-02-01,M.W. Gatting,22
1979-02-01,H.A. Gomes,21
1979-02-01,J.M. Parker,20
1979-02-01,M.G. Burgess,18
1979-02-01,S.M. Gavaskar,18
1979-02-01,A.R. Border,14
1979-02-01,G.N. Edwards,9
1979-02-01,D. Lloyd,5
1979-02-01,C.G. Greenidge,0
1979-02-01,K.W.R. Fletcher,0
1979-02-01,S.J. Rixon,0
1979-02-01,R.W. Taylor,0
1979-02-01,P.M. Toohey,0
1979-02-01,G.M. Wood,0
1979-02-01,W.M. Darling,0
1979-02-01,G.N. Yallop,0
1979-02-01,G. Boycott,0
1979-02-01,A.I. Kallicharran,0
1979-02-01,A.M.J. Hilditch,0
1979-02-01,J.A. Maclean,0
1979-02-01,B. Reddy,0
1979-02-01,Yashpal Sharma,0
1979-02-01,D.L. Murray,0
