date,name,rating
,W.U. Tharanga,490
,C.R. Ervine,487
,M.D. Gunathilaka,487
,N.J. O'Brien,487
,A.T. Rayudu,485
,M.M. Ali,478
,C.H. Gayle,474
,A.D. Russell,472
,E. Chigumbura,472
,Shaiman Anwar,471
,M.D.K.J. Perera,466
,C.S. MacLeod,465
,Nizakat Khan,462
,Anamul Haque,456
,Imrul Kayes,454
,J.O. Holder,452
,Samiullah Shenwari,446
,Rahmat Shah,436
,J.M. Bairstow,434
,Haris Sohail,432
,R.A. Jadeja,431
,Imad Wasim,429
,T.A.M. Siriwardana,425
,D.A.S. Gunaratne,424
,R.D. Berrington,423
,Noor Ali,422
,H.H. Pandya,420
,S.F. Mire,419
,G.C. Wilson,418
,Asghar Afghan,417
,Fakhar Zaman,412
,Javed Ahmadi,411
,M.J. Santner,402
,Babar Hayat,402
,Najibullah Zadran,401
,C.J. Chibhabha,401
,V. Kohli,877
,D.A. Warner,865
,A.B. de Villiers,847
,J.E. Root,803
,R.G. Sharma,790
,Babar Azam,786
,K.S. Williamson,779
,Q. de Kock,769
,F. du Plessis,768
,M.J. Guptill,749
,H.M. Amla,741
,M.S. Dhoni,738
,S.P.D. Smith,728
,S. Dhawan,715
,L.R.P.L. Taylor,707
,Tamim Iqbal,687
,A.J. Finch,674
,A.D. Hales,660
,E.J.G. Morgan,650
,J.C. Buttler,649
,B.A. Stokes,647
,Mohammad Hafeez,639
,Mushfiqur Rahim,634
,A.M. Rahane,631
,A.D. Mathews,625
,D.A. Miller,609
,G.J. Maxwell,608
,T.M. Head,606
,J.J. Roy,599
,K.J. Coetzer,598
,Shakib Al Hasan,597
,Azhar Ali,596
,B.K.G. Mendis,580
,Sarfaraz Ahmed,579
,K.M. Jadhav,573
,N. Dickwella,571
,N.T. Broom,569
,P.R. Stirling,566
,T.W.M. Latham,564
,Mahmudullah,563
,E.C. Joyce,562
,M.R. Marsh,560
,Soumya Sarkar,551
,J.P. Duminy,550
,Mohammad Shahzad,541
,M.N. Samuels,541
,J.M. Bairstow,535
,Mohammad Nabi,533
,K.J. O'Brien,532
,Shoaib Malik,531
,Sikandar Raza,530
,H.D.R.L. Thirimanne,528
,M.P. Stoinis,526
,J.P. Faulkner,524
,M.M. Ali,522
,S.K. Raina,522
,W.T.S. Porterfield,518
,B.R.M. Taylor,518
,L.D. Chandimal,517
,H. Masakadza,513
,M.S. Wade,512
,S.D. Hope,510
,Ahmed Shehzad,507
,F. Behardien,506
,W.U. Tharanga,506
,Nasir Hossain,502
,Sabbir Rahman,499
,S.C. Williams,496
,C.H. Gayle,495
,H.H. Pandya,494
,J.O. Holder,489
,C.R. Ervine,487
,N.J. O'Brien,487
,M.D. Gunathilaka,485
,E. Lewis,478
,E. Chigumbura,472
,Shaiman Anwar,471
,A.T. Rayudu,470
,C.S. MacLeod,465
,M.D.K.J. Perera,464
,Nizakat Khan,462
,A.D. Russell,461
,Anamul Haque,456
,Imrul Kayes,454
,Samiullah Shenwari,446
,Rahmat Shah,436
,Haris Sohail,432
,T.A.M. Siriwardana,431
,Imad Wasim,429
,R.D. Berrington,423
,Noor Ali,422
,D.A.S. Gunaratne,422
,S.F. Mire,419
,G.C. Wilson,418
,R.A. Jadeja,418
,Asghar Afghan,417
,J.N. Mohammed,414
,Fakhar Zaman,412
,Javed Ahmadi,411
,M.K. Pandey,409
,V. Kohli,889
,A.B. de Villiers,872
,D.A. Warner,865
,Babar Azam,846
,Q. de Kock,808
,J.E. Root,803
,R.G. Sharma,799
,F. du Plessis,773
,H.M. Amla,766
,K.S. Williamson,760
,M.S. Dhoni,730
,S.P.D. Smith,728
,M.J. Guptill,728
,L.R.P.L. Taylor,724
,S. Dhawan,708
,Tamim Iqbal,677
,A.J. Finch,674
,A.D. Hales,660
,Mushfiqur Rahim,658
,E.J.G. Morgan,650
,J.C. Buttler,649
,B.A. Stokes,647
,Mohammad Hafeez,625
,T.W.M. Latham,625
,A.M. Rahane,622
,K.J. Coetzer,611
,A.D. Mathews,610
,G.J. Maxwell,608
,T.M. Head,606
,D.A. Miller,603
,J.J. Roy,599
,Shakib Al Hasan,598
,Azhar Ali,581
,P.R. Stirling,566
,K.M. Jadhav,565
,Sarfaraz Ahmed,562
,E.C. Joyce,562
,N.T. Broom,561
,M.R. Marsh,560
,B.K.G. Mendis,558
,Shoaib Malik,557
,Mahmudullah,557
,N. Dickwella,551
,Fakhar Zaman,546
,J.P. Duminy,546
,H.D.R.L. Thirimanne,544
,M.N. Samuels,541
,Mohammad Shahzad,541
,Soumya Sarkar,539
,W.U. Tharanga,538
,J.M. Bairstow,535
,Mohammad Nabi,533
,K.J. O'Brien,532
,Sikandar Raza,530
,M.P. Stoinis,526
,M.M. Ali,522
,B.R.M. Taylor,518
,W.T.S. Porterfield,518
,S.K. Raina,514
,H. Masakadza,513
,Sabbir Rahman,511
,S.D. Hope,510
,F. Behardien,509
,C.S. MacLeod,496
,S.C. Williams,496
,C.H. Gayle,495
,L.D. Chandimal,492
,H.H. Pandya,490
,J.O. Holder,489
,Nasir Hossain,487
,N.J. O'Brien,487
,C.R. Ervine,487
,Ahmed Shehzad,486
,E. Lewis,478
,Imrul Kayes,473
,M.D. Gunathilaka,473
,E. Chigumbura,472
,Shaiman Anwar,471
,A.T. Rayudu,463
,A.D. Russell,461
,M.D.K.J. Perera,452
,Anamul Haque,450
,Samiullah Shenwari,446
,Nizakat Khan,446
,Rahmat Shah,436
,Imad Wasim,430
,R.D. Berrington,427
,C. Munro,423
,Noor Ali,422
,Haris Sohail,421
,S.F. Mire,419
,G.C. Wilson,418
,Asghar Afghan,417
,M.J. Santner,415
,J.N. Mohammed,414
,D.A.S. Gunaratne,412
,R.A. Jadeja,412
,Javed Ahmadi,411
,M.K. Pandey,403
,C.R. Woakes,403
,V. Kohli,889
,A.B. de Villiers,872
,D.A. Warner,865
,Babar Azam,846
,Q. de Kock,808
,J.E. Root,803
,R.G. Sharma,799
,F. du Plessis,773
,H.M. Amla,766
,K.S. Williamson,760
,M.S. Dhoni,730
,S.P.D. Smith,728
,M.J. Guptill,728
,L.R.P.L. Taylor,724
,S. Dhawan,708
,Tamim Iqbal,677
,A.J. Finch,674
,A.D. Hales,660
,Mushfiqur Rahim,658
,E.J.G. Morgan,650
,J.C. Buttler,649
,B.A. Stokes,647
,K.J. Coetzer,636
,T.W.M. Latham,625
,Mohammad Hafeez,625
,A.M. Rahane,622
,A.D. Mathews,610
,G.J. Maxwell,608
,T.M. Head,606
,D.A. Miller,603
,J.J. Roy,599
,Shakib Al Hasan,598
,Azhar Ali,581
,P.R. Stirling,566
,K.M. Jadhav,565
,Sarfaraz Ahmed,562
,E.C. Joyce,562
,N.T. Broom,561
,M.R. Marsh,560
,B.K.G. Mendis,558
,Shoaib Malik,557
,Mahmudullah,557
,N. Dickwella,551
,J.P. Duminy,546
,Fakhar Zaman,546
,H.D.R.L. Thirimanne,544
,Mohammad Shahzad,541
,M.N. Samuels,541
,Soumya Sarkar,539
,W.U. Tharanga,538
,J.M. Bairstow,535
,Mohammad Nabi,533
,K.J. O'Brien,532
,Sikandar Raza,530
,M.P. Stoinis,526
,M.M. Ali,522
,W.T.S. Porterfield,518
,B.R.M. Taylor,518
,S.K. Raina,514
,H. Masakadza,513
,Sabbir Rahman,511
,S.D. Hope,510
,F. Behardien,509
,C.S. MacLeod,508
,S.C. Williams,496
,C.H. Gayle,495
,L.D. Chandimal,492
,H.H. Pandya,490
,J.O. Holder,489
,C.R. Ervine,487
,Nasir Hossain,487
,N.J. O'Brien,487
,Ahmed Shehzad,486
,E. Lewis,478
,Imrul Kayes,473
,M.D. Gunathilaka,473
,E. Chigumbura,472
,Shaiman Anwar,471
,A.T. Rayudu,463
,A.D. Russell,461
,M.D.K.J. Perera,452
,Anamul Haque,450
,Samiullah Shenwari,446
,Nizakat Khan,439
,Rahmat Shah,436
,Imad Wasim,430
,R.D. Berrington,426
,C. Munro,423
,Noor Ali,422
,Haris Sohail,421
,S.F. Mire,419
,G.C. Wilson,418
,Asghar Afghan,417
,M.J. Santner,415
,J.N. Mohammed,414
,D.A.S. Gunaratne,412
,R.A. Jadeja,412
,Javed Ahmadi,411
,M.K. Pandey,403
,C.R. Woakes,403
,V. Kohli,876
,A.B. de Villiers,872
,D.A. Warner,865
,Babar Azam,846
,R.G. Sharma,816
,Q. de Kock,808
,J.E. Root,803
,F. du Plessis,773
,H.M. Amla,766
,K.S. Williamson,750
,L.R.P.L. Taylor,735
,M.S. Dhoni,729
,S.P.D. Smith,728
,S. Dhawan,726
,M.J. Guptill,717
,Tamim Iqbal,677
,A.J. Finch,674
,A.D. Hales,660
,Mushfiqur Rahim,658
,E.J.G. Morgan,650
,J.C. Buttler,649
,B.A. Stokes,647
,K.J. Coetzer,636
,A.D. Mathews,632
,Mohammad Hafeez,625
,T.W.M. Latham,612
,A.M. Rahane,612
,G.J. Maxwell,608
,T.M. Head,606
,D.A. Miller,603
,J.J. Roy,599
,Shakib Al Hasan,598
,P.R. Stirling,591
,Azhar Ali,581
,W.U. Tharanga,574
,N. Dickwella,562
,Sarfaraz Ahmed,562
,M.R. Marsh,560
,K.M. Jadhav,557
,Mahmudullah,557
,Shoaib Malik,557
,E.C. Joyce,554
,B.K.G. Mendis,549
,J.P. Duminy,546
,Fakhar Zaman,546
,Soumya Sarkar,539
,J.M. Bairstow,535
,M.N. Samuels,533
,Mohammad Shahzad,533
,H.D.R.L. Thirimanne,531
,Sikandar Raza,530
,M.P. Stoinis,526
,K.J. O'Brien,522
,M.M. Ali,522
,W.T.S. Porterfield,519
,B.R.M. Taylor,518
,Mohammad Nabi,517
,H. Masakadza,513
,Sabbir Rahman,511
,N.T. Broom,511
,F. Behardien,509
,C.S. MacLeod,508
,S.K. Raina,506
,E. Lewis,497
,S.C. Williams,496
,S.D. Hope,490
,J.O. Holder,489
,C.R. Ervine,487
,Nasir Hossain,487
,Ahmed Shehzad,486
,C.H. Gayle,486
,L.D. Chandimal,485
,H.H. Pandya,481
,Imrul Kayes,473
,E. Chigumbura,472
,Shaiman Anwar,471
,N.J. O'Brien,471
,Rahmat Shah,466
,M.D. Gunathilaka,464
,C. Munro,457
,A.T. Rayudu,456
,A.D. Russell,454
,Anamul Haque,450
,M.D.K.J. Perera,445
,Samiullah Shenwari,439
,H.M. Nicholls,438
,Anshuman Rath,433
,Javed Ahmadi,431
,Imad Wasim,430
,Babar Hayat,430
,R.D. Berrington,426
,Haris Sohail,421
,S.F. Mire,419
,D.A.S. Gunaratne,417
,M.J. Santner,411
,Noor Ali,409
,R.A. Jadeja,406
,C.R. Woakes,403
,Nizakat Khan,403
,J.N. Mohammed,401
,V. Kohli,886
,A.B. de Villiers,868
,D.A. Warner,823
,Babar Azam,813
,R.G. Sharma,810
,J.E. Root,808
,Q. de Kock,805
,F. du Plessis,802
,K.S. Williamson,777
,M.J. Guptill,764
,H.M. Amla,759
,L.R.P.L. Taylor,736
,M.S. Dhoni,729
,S. Dhawan,727
,A.J. Finch,724
,Tamim Iqbal,698
,S.P.D. Smith,692
,J.C. Buttler,656
,Mushfiqur Rahim,652
,J.J. Roy,645
,K.J. Coetzer,641
,A.M. Rahane,633
,T.M. Head,631
,B.A. Stokes,631
,A.D. Hales,629
,E.J.G. Morgan,626
,Mohammad Hafeez,621
,A.D. Mathews,619
,M.P. Stoinis,616
,Shakib Al Hasan,608
,G.J. Maxwell,597
,D.A. Miller,596
,T.W.M. Latham,590
,P.R. Stirling,583
,W.U. Tharanga,576
,M.R. Marsh,576
,Fakhar Zaman,575
,E.C. Joyce,574
,N. Dickwella,566
,J.M. Bairstow,566
,Mahmudullah,561
,Sikandar Raza,559
,B.K.G. Mendis,557
,K.M. Jadhav,557
,Sarfaraz Ahmed,548
,Azhar Ali,544
,J.P. Duminy,542
,Shoaib Malik,535
,Mohammad Shahzad,533
,M.N. Samuels,533
,Soumya Sarkar,526
,K.J. O'Brien,525
,W.T.S. Porterfield,524
,C. Munro,524
,B.R.M. Taylor,520
,C. de Grandhomme,520
,H.D.R.L. Thirimanne,518
,Mohammad Nabi,517
,H. Masakadza,512
,F. Behardien,506
,S.K. Raina,504
,M.M. Ali,504
,L.D. Chandimal,500
,C.S. MacLeod,500
,N.T. Broom,498
,E. Lewis,497
,Sabbir Rahman,491
,S.D. Hope,490
,J.O. Holder,489
,H.H. Pandya,487
,S.C. Williams,486
,C.H. Gayle,486
,C.R. Woakes,479
,Ahmed Shehzad,474
,N.J. O'Brien,472
,M.D.K.J. Perera,472
,Rahmat Shah,466
,H.M. Nicholls,465
,M.D. Gunathilaka,465
,E. Chigumbura,462
,Imrul Kayes,461
,Nasir Hossain,459
,A. Balbirnie,458
,Haris Sohail,458
,C.R. Ervine,458
,A.T. Rayudu,454
,A.D. Russell,454
,Shaiman Anwar,450
,Anamul Haque,447
,Samiullah Shenwari,439
,Rameez Shahzad,434
,Anshuman Rath,433
,Javed Ahmadi,431
,Babar Hayat,430
,Imad Wasim,419
,R.D. Berrington,418
,N.L.T.C. Perera,416
,G.C. Wilson,415
,S.F. Mire,413
,Noor Ali,409
,V. Kohli,887
,R.G. Sharma,854
,L.R.P.L. Taylor,830
,J.E. Root,801
,Babar Azam,801
,F. du Plessis,791
,Q. de Kock,758
,S.D. Hope,758
,Fakhar Zaman,755
,M.J. Guptill,750
,S. Dhawan,744
,K.S. Williamson,736
,H.M. Amla,722
,J.C. Buttler,717
,J.M. Bairstow,704
,E.J.G. Morgan,698
,Imam-ul-Haq,695
,Mushfiqur Rahim,689
,M.S. Dhoni,688
,Tamim Iqbal,679
,A.J. Finch,659
,J.J. Roy,653
,K.J. Coetzer,642
,N. Dickwella,633
,T.M. Head,631
,S.O. Hetmyer,620
,B.A. Stokes,619
,T.W.M. Latham,617
,A.D. Hales,613
,D.A. Miller,610
,A.D. Mathews,607
,G.J. Maxwell,606
,P.R. Stirling,601
,Mohammad Hafeez,596
,Shakib Al Hasan,594
,K.M. Jadhav,590
,Mohammad Shahzad,590
,Rahmat Shah,588
,C.S. MacLeod,585
,Soumya Sarkar,580
,B.R.M. Taylor,576
,A.T. Rayudu,574
,S.E. Marsh,572
,H.M. Nicholls,567
,M.P. Stoinis,564
,Shoaib Malik,553
,E.C. Joyce,552
,A.M. Rahane,549
,Mahmudullah,546
,C.H. Gayle,544
,Sarfaraz Ahmed,542
,W.U. Tharanga,541
,Sikandar Raza,539
,Mohammad Nabi,533
,K.J. O'Brien,532
,Anshuman Rath,532
,J.P. Duminy,528
,J.D.S Neesham,518
,S.C. Williams,516
,Imrul Kayes,513
,N.L.T.C. Perera,509
,C. Munro,509
,W.T.S. Porterfield,507
,M.N. Samuels,506
,M.D.K.J. Perera,504
,Shaiman Anwar,496
,Rameez Shahzad,494
,Sabbir Rahman,493
,E. Lewis,492
,H. Masakadza,491
,B.K.G. Mendis,489
,J.O. Holder,489
,Najibullah Zadran,484
,L.D. Chandimal,484
,A. Balbirnie,479
,Nizakat Khan,478
,M.M. Ali,477
,M.J. Santner,476
,M.D. Gunathilaka,475
,H.H. Pandya,472
,R.D. Berrington,471
,Imad Wasim,462
,D.M. Bravo,460
,Hashmatullah Shahidi,450
,F. Behardien,450
,Rashid Khan,448
,Haris Sohail,446
,S.K. Raina,446
,C.R. Ervine,441
,Gulbadin Naib,440
,C. de Grandhomme,439
,P.S.P. Handscomb,435
,Babar Hayat,432
,C.R. Woakes,432
,Javed Ahmadi,429
,R.R. Hendricks,429
,Mohammad Mithun,427
,R. Powell,420
,E. Chigumbura,418
,Anamul Haque,413
,V. Kohli,909
,D.A. Warner,823
,J.E. Root,814
,Babar Azam,813
,R.G. Sharma,799
,L.R.P.L. Taylor,785
,Q. de Kock,783
,F. du Plessis,782
,K.S. Williamson,778
,S. Dhawan,769
,H.M. Amla,746
,M.J. Guptill,731
,A.J. Finch,724
,M.S. Dhoni,717
,Tamim Iqbal,698
,J.M. Bairstow,698
,S.P.D. Smith,692
,J.C. Buttler,674
,Mushfiqur Rahim,652
,B.A. Stokes,635
,K.J. Coetzer,632
,T.M. Head,631
,A.D. Hales,629
,J.J. Roy,629
,E.J.G. Morgan,621
,Mohammad Hafeez,621
,A.D. Mathews,619
,M.P. Stoinis,616
,A.M. Rahane,613
,Shakib Al Hasan,608
,Rahmat Shah,600
,T.W.M. Latham,598
,G.J. Maxwell,597
,P.R. Stirling,596
,D.A. Miller,594
,B.R.M. Taylor,578
,M.R. Marsh,576
,W.U. Tharanga,576
,Fakhar Zaman,575
,N. Dickwella,566
,E.C. Joyce,563
,Mahmudullah,561
,Sikandar Raza,560
,B.K.G. Mendis,557
,Sarfaraz Ahmed,548
,Mohammad Shahzad,547
,Azhar Ali,544
,M.N. Samuels,541
,K.M. Jadhav,540
,K.J. O'Brien,539
,S.D. Hope,538
,J.P. Duminy,538
,Shoaib Malik,535
,E. Lewis,535
,C.S. MacLeod,532
,Mohammad Nabi,530
,W.T.S. Porterfield,528
,Soumya Sarkar,526
,H.D.R.L. Thirimanne,518
,C. Munro,518
,M.J. Santner,502
,M.M. Ali,500
,J.O. Holder,500
,L.D. Chandimal,500
,Rameez Shahzad,494
,Anshuman Rath,492
,Najibullah Zadran,492
,Sabbir Rahman,491
,S.K. Raina,491
,F. Behardien,488
,C.R. Ervine,486
,N.T. Broom,486
,H. Masakadza,486
,Shaiman Anwar,484
,C.H. Gayle,477
,N.J. O'Brien,476
,H.H. Pandya,475
,Ahmed Shehzad,474
,M.D.K.J. Perera,472
,S.C. Williams,472
,R.D. Berrington,467
,M.D. Gunathilaka,465
,C.R. Woakes,465
,C. de Grandhomme,465
,H.M. Nicholls,462
,Imrul Kayes,461
,Nasir Hossain,459
,Javed Ahmadi,458
,Haris Sohail,458
,A. Balbirnie,453
,Anamul Haque,447
,A.T. Rayudu,443
,S.F. Mire,442
,Babar Hayat,441
,E. Chigumbura,438
,A.D. Russell,438
,Imad Wasim,419
,Nizakat Khan,419
,N.L.T.C. Perera,416
,Samiullah Shenwari,411
,V. Kohli,909
,D.A. Warner,823
,J.E. Root,814
,Babar Azam,813
,R.G. Sharma,799
,L.R.P.L. Taylor,785
,Q. de Kock,783
,F. du Plessis,782
,K.S. Williamson,778
,S. Dhawan,769
,H.M. Amla,746
,M.J. Guptill,731
,A.J. Finch,724
,M.S. Dhoni,717
,Tamim Iqbal,698
,J.M. Bairstow,698
,S.P.D. Smith,692
,J.C. Buttler,674
,Mushfiqur Rahim,652
,B.A. Stokes,635
,K.J. Coetzer,632
,T.M. Head,631
,A.D. Hales,629
,J.J. Roy,629
,E.J.G. Morgan,621
,Mohammad Hafeez,621
,A.D. Mathews,619
,M.P. Stoinis,616
,A.M. Rahane,613
,Shakib Al Hasan,608
,Rahmat Shah,600
,T.W.M. Latham,598
,G.J. Maxwell,597
,P.R. Stirling,596
,D.A. Miller,594
,B.R.M. Taylor,578
,M.R. Marsh,576
,W.U. Tharanga,576
,Fakhar Zaman,575
,N. Dickwella,566
,E.C. Joyce,563
,Mahmudullah,561
,Sikandar Raza,560
,B.K.G. Mendis,557
,Sarfaraz Ahmed,548
,Mohammad Shahzad,547
,Azhar Ali,544
,M.N. Samuels,541
,K.M. Jadhav,540
,K.J. O'Brien,539
,S.D. Hope,538
,J.P. Duminy,538
,Shoaib Malik,535
,E. Lewis,535
,C.S. MacLeod,532
,Mohammad Nabi,530
,W.T.S. Porterfield,528
,Soumya Sarkar,526
,H.D.R.L. Thirimanne,518
,C. Munro,518
,M.J. Santner,502
,M.M. Ali,500
,J.O. Holder,500
,L.D. Chandimal,500
,Rameez Shahzad,494
,Anshuman Rath,492
,Najibullah Zadran,492
,Sabbir Rahman,491
,S.K. Raina,491
,F. Behardien,488
,C.R. Ervine,486
,N.T. Broom,486
,H. Masakadza,486
,Shaiman Anwar,484
,C.H. Gayle,477
,N.J. O'Brien,476
,H.H. Pandya,475
,Ahmed Shehzad,474
,M.D.K.J. Perera,472
,S.C. Williams,472
,R.D. Berrington,467
,M.D. Gunathilaka,465
,C.R. Woakes,465
,C. de Grandhomme,465
,H.M. Nicholls,462
,Imrul Kayes,461
,Nasir Hossain,459
,Javed Ahmadi,458
,Haris Sohail,458
,A. Balbirnie,453
,Anamul Haque,447
,A.T. Rayudu,443
,S.F. Mire,442
,Babar Hayat,441
,E. Chigumbura,438
,A.D. Russell,438
,Imad Wasim,419
,Nizakat Khan,419
,N.L.T.C. Perera,416
,Samiullah Shenwari,411
,V. Kohli,909
,D.A. Warner,823
,J.E. Root,814
,Babar Azam,813
,R.G. Sharma,799
,L.R.P.L. Taylor,785
,Q. de Kock,783
,F. du Plessis,782
,K.S. Williamson,778
,S. Dhawan,769
,H.M. Amla,746
,M.J. Guptill,731
,A.J. Finch,724
,M.S. Dhoni,717
,Tamim Iqbal,698
,J.M. Bairstow,698
,S.P.D. Smith,692
,J.C. Buttler,674
,Mushfiqur Rahim,652
,B.A. Stokes,635
,K.J. Coetzer,632
,T.M. Head,631
,A.D. Hales,629
,J.J. Roy,629
,E.J.G. Morgan,621
,Mohammad Hafeez,621
,A.D. Mathews,619
,M.P. Stoinis,616
,A.M. Rahane,613
,Shakib Al Hasan,608
,Rahmat Shah,600
,T.W.M. Latham,598
,G.J. Maxwell,597
,P.R. Stirling,596
,D.A. Miller,594
,B.R.M. Taylor,578
,M.R. Marsh,576
,W.U. Tharanga,576
,Fakhar Zaman,575
,N. Dickwella,566
,E.C. Joyce,563
,Mahmudullah,561
,Sikandar Raza,560
,B.K.G. Mendis,557
,Sarfaraz Ahmed,548
,Mohammad Shahzad,547
,Azhar Ali,544
,M.N. Samuels,541
,K.M. Jadhav,540
,K.J. O'Brien,539
,S.D. Hope,538
,J.P. Duminy,538
,Shoaib Malik,535
,E. Lewis,535
,C.S. MacLeod,532
,Mohammad Nabi,530
,W.T.S. Porterfield,528
,Soumya Sarkar,526
,H.D.R.L. Thirimanne,518
,C. Munro,518
,M.J. Santner,502
,M.M. Ali,500
,J.O. Holder,500
,L.D. Chandimal,500
,Rameez Shahzad,494
,Anshuman Rath,492
,Najibullah Zadran,492
,Sabbir Rahman,491
,S.K. Raina,491
,F. Behardien,488
,C.R. Ervine,486
,N.T. Broom,486
,H. Masakadza,486
,Shaiman Anwar,484
,C.H. Gayle,477
,N.J. O'Brien,476
,H.H. Pandya,475
,Ahmed Shehzad,474
,M.D.K.J. Perera,472
,S.C. Williams,472
,R.D. Berrington,467
,M.D. Gunathilaka,465
,C.R. Woakes,465
,C. de Grandhomme,465
,H.M. Nicholls,462
,Imrul Kayes,461
,Nasir Hossain,459
,Javed Ahmadi,458
,Haris Sohail,458
,A. Balbirnie,453
,Anamul Haque,447
,A.T. Rayudu,443
,S.F. Mire,442
,Babar Hayat,441
,E. Chigumbura,438
,A.D. Russell,438
,Imad Wasim,419
,Nizakat Khan,419
,N.L.T.C. Perera,416
,Samiullah Shenwari,411
,V. Kohli,909
,Babar Azam,813
,D.A. Warner,803
,R.G. Sharma,799
,L.R.P.L. Taylor,785
,J.E. Root,784
,Q. de Kock,783
,F. du Plessis,782
,K.S. Williamson,778
,S. Dhawan,769
,J.M. Bairstow,760
,H.M. Amla,746
,M.J. Guptill,731
,M.S. Dhoni,717
,A.J. Finch,706
,J.C. Buttler,705
,Tamim Iqbal,698
,S.P.D. Smith,675
,T.M. Head,670
,J.J. Roy,666
,Mushfiqur Rahim,652
,A.D. Hales,649
,K.J. Coetzer,642
,E.J.G. Morgan,622
,Mohammad Hafeez,621
,A.D. Mathews,619
,B.A. Stokes,616
,A.M. Rahane,613
,Shakib Al Hasan,608
,Rahmat Shah,600
,T.W.M. Latham,598
,G.J. Maxwell,597
,P.R. Stirling,596
,D.A. Miller,594
,C.S. MacLeod,585
,B.R.M. Taylor,578
,W.U. Tharanga,576
,Fakhar Zaman,575
,N. Dickwella,566
,E.C. Joyce,563
,M.R. Marsh,562
,Mahmudullah,561
,Sikandar Raza,560
,B.K.G. Mendis,557
,Sarfaraz Ahmed,548
,Mohammad Shahzad,547
,M.P. Stoinis,545
,Azhar Ali,544
,M.N. Samuels,541
,K.M. Jadhav,540
,K.J. O'Brien,539
,S.D. Hope,538
,J.P. Duminy,538
,E. Lewis,535
,Shoaib Malik,535
,Mohammad Nabi,530
,W.T.S. Porterfield,528
,Soumya Sarkar,526
,C. Munro,518
,H.D.R.L. Thirimanne,518
,M.J. Santner,502
,J.O. Holder,500
,L.D. Chandimal,500
,Rameez Shahzad,494
,Anshuman Rath,492
,Najibullah Zadran,492
,Sabbir Rahman,491
,S.K. Raina,491
,F. Behardien,488
,M.M. Ali,487
,N.T. Broom,486
,H. Masakadza,486
,C.R. Ervine,486
,Shaiman Anwar,484
,C.H. Gayle,477
,N.J. O'Brien,476
,H.H. Pandya,475
,Ahmed Shehzad,474
,M.D.K.J. Perera,472
,S.C. Williams,472
,S.E. Marsh,472
,R.D. Berrington,471
,M.D. Gunathilaka,465
,C. de Grandhomme,465
,H.M. Nicholls,462
,Imrul Kayes,461
,Nasir Hossain,459
,Haris Sohail,458
,Javed Ahmadi,458
,A. Balbirnie,453
,C.R. Woakes,451
,Anamul Haque,447
,A.T. Rayudu,443
,S.F. Mire,442
,Babar Hayat,441
,E. Chigumbura,438
,A.D. Russell,438
,Imad Wasim,419
,Nizakat Khan,419
,N.L.T.C. Perera,416
,V. Kohli,911
,Babar Azam,825
,J.E. Root,818
,R.G. Sharma,806
,D.A. Warner,803
,Q. de Kock,797
,F. du Plessis,785
,L.R.P.L. Taylor,785
,K.S. Williamson,778
,S. Dhawan,770
,J.M. Bairstow,769
,H.M. Amla,741
,Tamim Iqbal,737
,M.J. Guptill,731
,M.S. Dhoni,714
,Fakhar Zaman,713
,A.J. Finch,706
,J.C. Buttler,701
,S.P.D. Smith,675
,J.J. Roy,670
,T.M. Head,670
,Mushfiqur Rahim,652
,E.J.G. Morgan,651
,K.J. Coetzer,642
,A.D. Hales,639
,A.D. Mathews,625
,Shakib Al Hasan,624
,B.A. Stokes,610
,Mohammad Hafeez,606
,A.M. Rahane,604
,Rahmat Shah,600
,T.W.M. Latham,598
,G.J. Maxwell,597
,P.R. Stirling,596
,C.S. MacLeod,585
,N. Dickwella,584
,D.A. Miller,579
,Mahmudullah,575
,W.U. Tharanga,565
,B.R.M. Taylor,564
,E.C. Joyce,563
,M.R. Marsh,562
,Imam-ul-Haq,560
,J.P. Duminy,551
,S.D. Hope,551
,Sarfaraz Ahmed,549
,Mohammad Shahzad,547
,Sikandar Raza,546
,M.P. Stoinis,545
,K.J. O'Brien,539
,B.K.G. Mendis,534
,M.N. Samuels,533
,K.M. Jadhav,532
,Azhar Ali,530
,Mohammad Nabi,530
,Shoaib Malik,529
,W.T.S. Porterfield,528
,E. Lewis,523
,S.O. Hetmyer,521
,Soumya Sarkar,518
,C. Munro,518
,H.D.R.L. Thirimanne,513
,M.J. Santner,502
,C.H. Gayle,497
,L.D. Chandimal,495
,Rameez Shahzad,494
,H. Masakadza,494
,Anshuman Rath,492
,Najibullah Zadran,492
,S.K. Raina,491
,M.D.K.J. Perera,489
,J.O. Holder,488
,N.T. Broom,486
,M.M. Ali,485
,Shaiman Anwar,484
,F. Behardien,483
,H.H. Pandya,481
,N.J. O'Brien,476
,Sabbir Rahman,474
,C.R. Ervine,474
,S.E. Marsh,472
,R.D. Berrington,471
,C. de Grandhomme,465
,Ahmed Shehzad,462
,H.M. Nicholls,462
,M.D. Gunathilaka,460
,S.C. Williams,460
,Javed Ahmadi,458
,R. Powell,456
,Imrul Kayes,454
,A. Balbirnie,453
,Nasir Hossain,452
,Haris Sohail,447
,Anamul Haque,445
,C.R. Woakes,444
,Babar Hayat,441
,A.T. Rayudu,436
,N.L.T.C. Perera,436
,E. Chigumbura,436
,S.F. Mire,431
,V. Kohli,911
