Date,Player,Points
1982-09-01,G.A. Gooch (ENG),334
1982-09-01,R.D. Jackman (ENG),331
1982-09-01,D.S. de Silva (SL),326
1982-09-01,Majid Khan (PAK),321
1982-09-01,J.E. Emburey (ENG),312
1982-09-01,P. Willey (ENG),311
1982-09-01,P.J.W. Allott (ENG),310
1982-09-01,P.H. Edmonds (ENG),307
1982-09-01,Wasim Raja (PAK),298
1982-09-01,M. Amarnath (IND),295
1982-09-01,R.M.H. Binny (IND),280
1982-09-01,Tahir Naqqash (PAK),279
1982-09-01,G.R.A. de Silva (SL),269
1982-09-01,Iqbal Qasim (PAK),263
1982-09-01,R.J. Shastri (IND),251
1982-09-01,A.N. Ranasinghe (SL),250
1982-09-01,H.A. Gomes (WI),244
1982-09-01,E.E. Hemmings (ENG),233
1982-09-01,Ijaz Faqih (PAK),229
1982-09-01,Javed Miandad (PAK),225
1982-09-01,A.R. Border (AUS),223
1982-09-01,C.H. Lloyd (WI),222
1982-09-01,B. Warnapura (SL),210
1982-09-01,P.E. McEwan (NZ),200
1982-09-01,Rashid Khan (PAK),189
1982-09-01,A. Ranatunga (SL),175
1982-09-01,S.L. Boock (NZ),174
1982-09-01,J.R. Ratnayeke (SL),167
1982-09-01,R.J. Bright (AUS),166
1982-09-01,I.W. Callen (AUS),148
1982-09-01,V.J. Marks (ENG),136
1982-09-01,Yashpal Sharma (IND),128
1982-09-01,B. Yardley (AUS),114
1982-09-01,G.K. Robertson (NZ),106
1982-09-01,G.P. Howarth (NZ),101
1982-09-01,W.W. Daniel (WI),91
1982-09-01,R.G.C.E. Wijesuriya (SL),88
1982-09-01,G.N. Yallop (AUS),88
1982-09-01,Tauseef Ahmed (PAK),86
1982-09-01,C.G. Greenidge (WI),85
1982-09-01,Jalaluddin (PAK),52
1982-09-01,J.F.M. Morrison (NZ),50
1982-09-01,K. Azad (IND),46
1982-09-01,Mohammad Nazir (PAK),39
1982-09-01,Randhir Singh (IND),38
1982-09-01,W. Larkins (ENG),33
1982-09-01,S.M. Gavaskar (IND),32
1982-09-01,M.W. Gatting (ENG),28
1982-09-01,S. Wettimuny (SL),28
1982-09-01,D.W. Hookes (AUS),16
1982-09-01,M.D. Crowe (NZ),16
1982-09-01,D.I. Gower (ENG),10
1982-09-01,C.J. Tavare (ENG),6
1982-09-01,D.W. Randall (ENG),4
1982-09-01,Salim Malik (PAK),0
1982-09-01,Wasim Bari (PAK),0
1982-09-01,K. Srikkanth (IND),0
1982-09-01,G. Cook (ENG),0
1982-09-01,D.M. Wellham (AUS),0
1982-09-01,G.M. Turner (NZ),0
1982-09-01,Rizwan-uz-Zaman (PAK),0
1982-09-01,Haroon Rashid (PAK),0
1982-09-01,Arun Lal (IND),0
1982-09-01,A. Malhotra (IND),0
1982-09-01,G.A. Parkar (IND),0
1982-09-01,L.R.D. Mendis (SL),0
1982-09-01,Zaheer Abbas (PAK),0
1982-10-01,D.K. Lillee (AUS),887
1982-10-01,J. Garner (WI),807
1982-10-01,A.M.E. Roberts (WI),776
1982-10-01,R.J. Hadlee (NZ),760
1982-10-01,M.A. Holding (WI),758
1982-10-01,Imran Khan (PAK),699
1982-10-01,R.G.D. Willis (ENG),688
1982-10-01,I.T. Botham (ENG),688
1982-10-01,Kapil Dev (IND),637
1982-10-01,G.S. Chappell (AUS),612
1982-10-01,Sarfraz Nawaz (PAK),607
1982-10-01,B.L. Cairns (NZ),576
1982-10-01,J.R. Thomson (AUS),562
1982-10-01,T.M. Alderman (AUS),543
1982-10-01,E.J. Chatfield (NZ),536
1982-10-01,Sikander Bakht (PAK),529
1982-10-01,D.R. Doshi (IND),495
1982-10-01,G.B. Troup (NZ),493
1982-10-01,Madan Lal (IND),482
1982-10-01,M.D. Marshall (WI),468
1982-10-01,R.M. Hogg (AUS),450
1982-10-01,G.F. Lawson (AUS),447
1982-10-01,Mudassar Nazar (PAK),439
1982-10-01,M.C. Snedden (NZ),432
1982-10-01,S.M. Patil (IND),426
1982-10-01,I.V.A. Richards (WI),404
1982-10-01,G. Miller (ENG),379
1982-10-01,D.S. de Silva (SL),369
1982-10-01,G.R. Dilley (ENG),350
1982-10-01,J.V. Coney (NZ),343
1982-10-01,M. Amarnath (IND),340
1982-10-01,R.M.H. Binny (IND),340
1982-10-01,T.M. Chappell (AUS),337
1982-10-01,D.R. Pringle (ENG),335
1982-10-01,G.A. Gooch (ENG),334
1982-10-01,R.D. Jackman (ENG),331
1982-10-01,S. Venkataraghavan (IND),330
1982-10-01,A.L.F. de Mel (SL),316
1982-10-01,J.E. Emburey (ENG),312
1982-10-01,P. Willey (ENG),311
1982-10-01,P.J.W. Allott (ENG),310
1982-10-01,P.H. Edmonds (ENG),307
1982-10-01,Tahir Naqqash (PAK),306
1982-10-01,Wasim Raja (PAK),297
1982-10-01,B. Warnapura (SL),276
1982-10-01,Iqbal Qasim (PAK),262
1982-10-01,R.J. Shastri (IND),247
1982-10-01,H.A. Gomes (WI),244
1982-10-01,I.W. Callen (AUS),233
1982-10-01,E.E. Hemmings (ENG),233
1982-10-01,Ijaz Faqih (PAK),228
1982-10-01,Javed Miandad (PAK),224
1982-10-01,Tauseef Ahmed (PAK),223
1982-10-01,A.R. Border (AUS),223
1982-10-01,C.H. Lloyd (WI),222
1982-10-01,P.E. McEwan (NZ),200
1982-10-01,V.B. John (SL),192
1982-10-01,Rashid Khan (PAK),188
1982-10-01,B. Yardley (AUS),188
1982-10-01,S.L. Boock (NZ),174
1982-10-01,Jalaluddin (PAK),173
1982-10-01,A. Ranatunga (SL),172
1982-10-01,J.R. Ratnayeke (SL),172
1982-10-01,R.J. Bright (AUS),166
1982-10-01,Yashpal Sharma (IND),161
1982-10-01,V.J. Marks (ENG),136
1982-10-01,G.K. Robertson (NZ),106
1982-10-01,G.P. Howarth (NZ),101
1982-10-01,W.W. Daniel (WI),91
1982-10-01,G.N. Yallop (AUS),88
1982-10-01,R.G.C.E. Wijesuriya (SL),87
1982-10-01,C.G. Greenidge (WI),85
1982-10-01,J.F.M. Morrison (NZ),50
1982-10-01,R.J. Ratnayake (SL),48
1982-10-01,K. Azad (IND),46
1982-10-01,Mohammad Nazir (PAK),39
1982-10-01,Randhir Singh (IND),38
1982-10-01,W. Larkins (ENG),33
1982-10-01,S.M. Gavaskar (IND),32
1982-10-01,S. Wettimuny (SL),29
1982-10-01,M.W. Gatting (ENG),28
1982-10-01,M.D. Crowe (NZ),16
1982-10-01,D.W. Hookes (AUS),16
1982-10-01,D.I. Gower (ENG),10
1982-10-01,D.B. Vengsarkar (IND),8
1982-10-01,C.J. Tavare (ENG),6
1982-10-01,Mohsin Khan (PAK),4
1982-10-01,D.W. Randall (ENG),4
1982-10-01,Mansoor Akhtar (PAK),2
1982-10-01,R.L. Dias (SL),2
1982-10-01,S.J. Rixon (AUS),0
1982-10-01,Wasim Bari (PAK),0
1982-10-01,K.J. Hughes (AUS),0
1982-10-01,A. Malhotra (IND),0
1982-10-01,G.M. Turner (NZ),0
1982-10-01,B.A. Edgar (NZ),0
1982-10-01,D.L. Haynes (WI),0
1982-10-01,K. Srikkanth (IND),0
1982-10-01,G. Cook (ENG),0
1982-10-01,H.M. Goonatillake (SL),0
1982-11-01,D.K. Lillee (AUS),878
1982-11-01,J. Garner (WI),807
1982-11-01,A.M.E. Roberts (WI),776
1982-11-01,R.J. Hadlee (NZ),760
1982-11-01,M.A. Holding (WI),758
1982-11-01,Imran Khan (PAK),696
1982-11-01,I.T. Botham (ENG),688
1982-11-01,R.G.D. Willis (ENG),688
1982-11-01,Kapil Dev (IND),637
1982-11-01,G.S. Chappell (AUS),606
1982-11-01,Sarfraz Nawaz (PAK),601
1982-11-01,J.R. Thomson (AUS),581
1982-11-01,B.L. Cairns (NZ),576
1982-11-01,T.M. Alderman (AUS),570
1982-11-01,E.J. Chatfield (NZ),536
1982-11-01,Sikander Bakht (PAK),524
1982-11-01,D.R. Doshi (IND),495
1982-11-01,G.B. Troup (NZ),493
1982-11-01,Madan Lal (IND),482
1982-11-01,M.D. Marshall (WI),468
1982-11-01,R.M. Hogg (AUS),445
1982-11-01,Mudassar Nazar (PAK),439
1982-11-01,G.F. Lawson (AUS),435
1982-11-01,M.C. Snedden (NZ),432
1982-11-01,S.M. Patil (IND),426
1982-11-01,I.V.A. Richards (WI),404
