,Australia,England,New Zealand,Pakistan,West Indies,India,Sri Lanka,South Africa,Zimbabwe,Bangladesh,Ireland,Canada,Scotland,Afghanistan,Netherlands,East Africa,U.A.E.,Kenya,Namibia
1979-02-04,7,13,6,4,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0
1979-02-07,7,14,6,4,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0
1979-06-09,8,14,6,4,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0
1979-06-13,8,14,6,4,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1979-06-16,8,14,6,5,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1979-06-20,8,14,7,5,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1979-06-23,8,15,7,5,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1979-11-28,8,15,7,5,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1979-12-08,9,15,7,5,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1979-12-11,10,15,7,5,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1979-12-23,10,16,7,5,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1979-12-26,11,16,7,5,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1980-01-14,12,16,7,5,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1980-01-16,12,17,7,5,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1980-01-20,12,18,7,5,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1980-01-22,12,19,7,5,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1980-05-28,12,20,7,5,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1980-05-30,12,20,7,5,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1980-08-20,13,20,7,5,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1980-08-22,14,20,7,5,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1981-02-04,14,21,7,5,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1981-02-26,14,22,7,5,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1981-06-04,15,22,7,5,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1981-06-06,15,23,7,5,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1981-06-08,15,24,7,5,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1981-11-25,15,24,7,5,3,4,0,0,0,0,0,1,0,0,0,1,0,0,0
1981-12-20,15,25,7,5,3,4,0,0,0,0,0,1,0,0,0,1,0,0,0
1982-01-27,15,26,7,5,3,4,0,0,0,0,0,1,0,0,0,1,0,0,0
1982-02-13,15,26,7,5,3,4,1,0,0,0,0,1,0,0,0,1,0,0,0
1982-02-14,15,27,7,5,3,4,1,0,0,0,0,1,0,0,0,1,0,0,0
1982-06-02,15,27,7,5,3,5,1,0,0,0,0,1,0,0,0,1,0,0,0
1982-06-04,15,27,7,5,3,6,1,0,0,0,0,1,0,0,0,1,0,0,0
1982-07-17,15,27,7,6,3,6,1,0,0,0,0,1,0,0,0,1,0,0,0
1982-07-19,15,27,7,7,3,6,1,0,0,0,0,1,0,0,0,1,0,0,0
1983-01-11,15,28,7,7,3,6,1,0,0,0,0,1,0,0,0,1,0,0,0
1983-01-13,15,29,7,7,3,6,1,0,0,0,0,1,0,0,0,1,0,0,0
1983-01-15,15,29,8,7,3,6,1,0,0,0,0,1,0,0,0,1,0,0,0
1983-01-16,15,30,8,7,3,6,1,0,0,0,0,1,0,0,0,1,0,0,0
1983-01-20,15,30,9,7,3,6,1,0,0,0,0,1,0,0,0,1,0,0,0
1983-01-23,15,31,9,7,3,6,1,0,0,0,0,1,0,0,0,1,0,0,0
1983-01-26,16,31,9,7,3,6,1,0,0,0,0,1,0,0,0,1,0,0,0
1983-01-29,16,32,9,7,3,6,1,0,0,0,0,1,0,0,0,1,0,0,0
1983-01-30,17,32,9,7,3,6,1,0,0,0,0,1,0,0,0,1,0,0,0
1983-02-05,17,33,9,7,3,6,1,0,0,0,0,1,0,0,0,1,0,0,0
1983-02-19,17,34,9,7,3,6,1,0,0,0,0,1,0,0,0,1,0,0,0
1983-02-23,17,35,9,7,3,6,1,0,0,0,0,1,0,0,0,1,0,0,0
1983-02-26,17,36,9,7,3,6,1,0,0,0,0,1,0,0,0,1,0,0,0
1983-06-09,17,36,10,7,3,6,1,0,0,0,0,1,0,0,0,1,0,0,0
1983-06-11,17,36,10,7,3,6,2,0,0,0,0,1,0,0,0,1,0,0,0
1983-06-13,17,36,10,8,3,6,2,0,0,0,0,1,0,0,0,1,0,0,0
1983-06-15,17,37,10,8,3,6,2,0,0,0,0,1,0,0,0,1,0,0,0
1983-06-18,17,37,10,9,3,6,2,0,0,0,0,1,0,0,0,1,0,0,0
1983-06-20,17,37,10,9,3,6,3,0,0,0,0,1,0,0,0,1,0,0,0
1983-06-22,17,38,10,9,3,6,3,0,0,0,0,1,0,0,0,1,0,0,0
1984-02-18,17,38,11,9,3,6,3,0,0,0,0,1,0,0,0,1,0,0,0
1984-02-22,17,38,12,9,3,6,3,0,0,0,0,1,0,0,0,1,0,0,0
1984-02-25,17,39,12,9,3,6,3,0,0,0,0,1,0,0,0,1,0,0,0
1984-03-09,17,40,12,9,3,6,3,0,0,0,0,1,0,0,0,1,0,0,0
1984-03-26,17,40,12,10,3,6,3,0,0,0,0,1,0,0,0,1,0,0,0
1984-05-31,17,41,12,10,3,6,3,0,0,0,0,1,0,0,0,1,0,0,0
1984-06-02,17,41,12,10,4,6,3,0,0,0,0,1,0,0,0,1,0,0,0
1984-06-04,17,42,12,10,4,6,3,0,0,0,0,1,0,0,0,1,0,0,0
1984-12-05,17,42,12,10,4,7,3,0,0,0,0,1,0,0,0,1,0,0,0
1984-12-27,17,42,12,10,4,8,3,0,0,0,0,1,0,0,0,1,0,0,0
1985-01-20,17,42,12,10,4,9,3,0,0,0,0,1,0,0,0,1,0,0,0
1985-01-23,17,43,12,10,4,9,3,0,0,0,0,1,0,0,0,1,0,0,0
1985-01-27,17,43,12,10,4,10,3,0,0,0,0,1,0,0,0,1,0,0,0
1985-02-17,17,44,12,10,4,10,3,0,0,0,0,1,0,0,0,1,0,0,0
1985-02-26,17,45,12,10,4,10,3,0,0,0,0,1,0,0,0,1,0,0,0
1985-03-02,17,46,12,10,4,10,3,0,0,0,0,1,0,0,0,1,0,0,0
1985-03-24,17,47,12,10,4,10,3,0,0,0,0,1,0,0,0,1,0,0,0
1985-03-26,17,48,12,10,4,10,3,0,0,0,0,1,0,0,0,1,0,0,0
1985-05-30,17,49,12,10,4,10,3,0,0,0,0,1,0,0,0,1,0,0,0
1985-06-01,17,50,12,10,4,10,3,0,0,0,0,1,0,0,0,1,0,0,0
1985-06-03,18,50,12,10,4,10,3,0,0,0,0,1,0,0,0,1,0,0,0
1986-02-18,18,51,12,10,4,10,3,0,0,0,0,1,0,0,0,1,0,0,0
1986-03-04,18,51,12,10,5,10,3,0,0,0,0,1,0,0,0,1,0,0,0
1986-03-19,18,52,12,10,5,10,3,0,0,0,0,1,0,0,0,1,0,0,0
1986-03-31,18,53,12,10,5,10,3,0,0,0,0,1,0,0,0,1,0,0,0
1986-05-24,18,54,12,10,5,10,3,0,0,0,0,1,0,0,0,1,0,0,0
1986-05-26,18,54,12,10,5,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1986-07-16,18,55,12,10,5,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1986-07-18,18,55,13,10,5,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1987-01-01,19,55,13,10,5,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1987-01-03,19,55,13,10,6,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1987-01-05,19,55,13,11,6,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1987-01-07,19,55,13,12,6,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1987-01-17,19,55,13,12,7,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1987-01-18,19,56,13,12,7,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1987-01-22,20,56,13,12,7,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1987-01-24,20,56,13,12,8,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1987-01-26,20,57,13,12,8,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1987-01-30,20,58,13,12,8,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1987-02-01,20,59,13,12,8,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1987-02-03,20,59,13,12,9,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1987-02-08,21,59,13,12,9,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1987-02-11,22,59,13,12,9,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1987-04-02,22,60,13,12,9,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1987-04-07,22,60,13,13,9,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1987-04-09,23,60,13,13,9,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1987-05-21,23,60,13,14,9,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1987-05-23,23,61,13,14,9,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1987-05-25,23,61,13,15,9,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1987-10-09,23,61,13,15,10,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1987-10-12,23,62,13,15,10,11,3,0,0,0,0,1,0,0,0,1,0,0,0
1987-10-17,23,62,13,15,10,11,4,0,0,0,0,1,0,0,0,1,0,0,0
1987-10-20,23,63,13,15,10,11,4,0,0,0,0,1,0,0,0,1,0,0,0
1987-10-26,23,63,13,15,11,11,4,0,0,0,0,1,0,0,0,1,0,0,0
1987-10-30,23,63,13,15,11,11,5,0,0,0,0,1,0,0,0,1,0,0,0
1987-11-05,23,63,13,15,11,12,5,0,0,0,0,1,0,0,0,1,0,0,0
1987-11-08,23,64,13,15,11,12,5,0,0,0,0,1,0,0,0,1,0,0,0
1987-11-18,23,64,13,16,11,12,5,0,0,0,0,1,0,0,0,1,0,0,0
1987-11-20,23,64,13,17,11,12,5,0,0,0,0,1,0,0,0,1,0,0,0
1987-11-22,23,64,13,18,11,12,5,0,0,0,0,1,0,0,0,1,0,0,0
1988-02-04,23,65,13,18,11,12,5,0,0,0,0,1,0,0,0,1,0,0,0
1988-03-09,23,65,14,18,11,12,5,0,0,0,0,1,0,0,0,1,0,0,0
1988-03-12,23,65,15,18,11,12,5,0,0,0,0,1,0,0,0,1,0,0,0
1988-03-16,23,66,15,18,11,12,5,0,0,0,0,1,0,0,0,1,0,0,0
1988-03-19,23,67,15,18,11,12,5,0,0,0,0,1,0,0,0,1,0,0,0
1988-05-19,23,67,15,18,12,12,5,0,0,0,0,1,0,0,0,1,0,0,0
1988-05-21,23,67,15,18,13,12,5,0,0,0,0,1,0,0,0,1,0,0,0
1988-05-23,23,67,15,18,14,12,5,0,0,0,0,1,0,0,0,1,0,0,0
1988-09-04,23,67,15,18,14,12,6,0,0,0,0,1,0,0,0,1,0,0,0
1989-05-25,24,67,15,18,14,12,6,0,0,0,0,1,0,0,0,1,0,0,0
1989-05-27,24,68,15,18,14,12,6,0,0,0,0,1,0,0,0,1,0,0,0
1989-05-29,24,69,15,18,14,12,6,0,0,0,0,1,0,0,0,1,0,0,0
1989-10-15,24,69,15,18,14,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1989-10-19,25,69,15,18,14,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1989-10-22,25,69,15,19,14,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1989-10-25,25,70,15,19,14,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1989-10-27,25,71,15,19,14,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1989-10-30,25,72,15,19,14,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1990-02-14,25,72,15,19,15,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1990-02-17,25,72,15,19,16,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1990-03-03,25,73,15,19,16,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1990-03-07,25,74,15,19,16,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1990-03-15,25,75,15,19,16,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1990-04-03,25,76,15,19,16,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1990-05-23,25,77,15,19,16,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1990-05-25,25,77,16,19,16,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1990-07-18,25,78,16,19,16,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1990-07-20,25,79,16,19,16,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1990-12-01,25,80,16,19,16,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1990-12-07,25,80,17,19,16,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1990-12-09,25,81,17,19,16,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1990-12-13,25,81,18,19,16,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1990-12-15,25,82,18,19,16,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1990-12-16,25,83,18,19,16,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1991-01-01,25,84,18,19,16,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1991-01-10,25,85,18,19,16,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1991-02-09,25,85,19,19,16,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1991-02-13,25,86,19,19,16,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1991-02-16,25,87,19,19,16,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1991-05-23,25,87,19,19,17,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1991-05-25,25,87,19,19,18,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1991-05-27,25,87,19,19,19,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1992-01-11,25,87,20,19,19,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1992-02-12,25,87,21,19,19,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1992-02-15,25,87,22,19,19,12,7,0,0,0,0,1,0,0,0,1,0,0,0
1992-02-22,25,87,22,19,19,13,7,0,0,0,0,1,0,0,0,1,0,0,0
1992-02-27,25,87,22,19,20,13,7,0,0,0,0,1,0,0,0,1,0,0,0
1992-03-01,25,88,22,19,20,13,7,0,0,0,0,1,0,0,0,1,0,0,0
1992-03-05,26,88,22,19,20,13,7,0,0,0,0,1,0,0,0,1,0,0,0
1992-03-09,26,88,22,19,20,13,8,0,0,0,0,1,0,0,0,1,0,0,0
1992-03-12,26,88,22,19,20,13,8,1,0,0,0,1,0,0,0,1,0,0,0
1992-03-15,26,89,22,19,20,13,8,1,0,0,0,1,0,0,0,1,0,0,0
1992-03-18,26,90,22,19,20,13,8,1,0,0,0,1,0,0,0,1,0,0,0
1992-03-22,26,90,22,19,20,13,8,2,0,0,0,1,0,0,0,1,0,0,0
1992-03-25,26,91,22,19,20,13,8,2,0,0,0,1,0,0,0,1,0,0,0
1992-05-20,26,91,22,20,20,13,8,2,0,0,0,1,0,0,0,1,0,0,0
1992-05-22,26,91,22,21,20,13,8,2,0,0,0,1,0,0,0,1,0,0,0
1992-08-20,26,91,22,22,20,13,8,2,0,0,0,1,0,0,0,1,0,0,0
1992-08-22,26,92,22,22,20,13,8,2,0,0,0,1,0,0,0,1,0,0,0
1992-08-24,26,92,22,23,20,13,8,2,0,0,0,1,0,0,0,1,0,0,0
1993-01-18,26,92,22,23,20,14,8,2,0,0,0,1,0,0,0,1,0,0,0
1993-01-21,26,93,22,23,20,14,8,2,0,0,0,1,0,0,0,1,0,0,0
1993-02-26,26,93,22,23,20,15,8,2,0,0,0,1,0,0,0,1,0,0,0
1993-03-01,26,93,22,23,20,16,8,2,0,0,0,1,0,0,0,1,0,0,0
1993-03-04,26,94,22,23,20,16,8,2,0,0,0,1,0,0,0,1,0,0,0
1993-03-05,26,95,22,23,20,16,8,2,0,0,0,1,0,0,0,1,0,0,0
1993-03-10,26,96,22,23,20,16,8,2,0,0,0,1,0,0,0,1,0,0,0
1993-03-20,26,97,22,23,20,16,8,2,0,0,0,1,0,0,0,1,0,0,0
1993-05-19,26,98,22,23,20,16,8,2,0,0,0,1,0,0,0,1,0,0,0
1993-05-21,26,99,22,23,20,16,8,2,0,0,0,1,0,0,0,1,0,0,0
1993-05-23,26,100,22,23,20,16,8,2,0,0,0,1,0,0,0,1,0,0,0
1994-02-16,26,100,22,23,21,16,8,2,0,0,0,1,0,0,0,1,0,0,0
1994-02-26,26,101,22,23,21,16,8,2,0,0,0,1,0,0,0,1,0,0,0
1994-03-02,26,102,22,23,21,16,8,2,0,0,0,1,0,0,0,1,0,0,0
1994-03-05,26,103,22,23,21,16,8,2,0,0,0,1,0,0,0,1,0,0,0
1994-03-06,26,103,22,23,22,16,8,2,0,0,0,1,0,0,0,1,0,0,0
1994-05-19,26,103,23,23,22,16,8,2,0,0,0,1,0,0,0,1,0,0,0
1994-08-25,26,103,23,23,22,16,8,3,0,0,0,1,0,0,0,1,0,0,0
1994-08-27,26,103,23,23,22,16,8,4,0,0,0,1,0,0,0,1,0,0,0
1994-12-06,26,104,23,23,22,16,8,4,0,0,0,1,0,0,0,1,0,0,0
1994-12-15,26,105,23,23,22,16,8,4,0,0,0,1,0,0,0,1,0,0,0
1995-01-07,26,105,23,23,22,16,8,4,1,0,0,1,0,0,0,1,0,0,0
1995-01-10,27,105,23,23,22,16,8,4,1,0,0,1,0,0,0,1,0,0,0
1995-05-24,27,106,23,23,22,16,8,4,1,0,0,1,0,0,0,1,0,0,0
1995-05-26,27,106,23,23,23,16,8,4,1,0,0,1,0,0,0,1,0,0,0
1995-05-28,27,106,23,23,24,16,8,4,1,0,0,1,0,0,0,1,0,0,0
1996-01-09,27,107,23,23,24,16,8,4,1,0,0,1,0,0,0,1,0,0,0
1996-01-11,27,107,23,23,24,16,8,5,1,0,0,1,0,0,0,1,0,0,0
1996-01-13,27,108,23,23,24,16,8,5,1,0,0,1,0,0,0,1,0,0,0
1996-01-14,27,109,23,23,24,16,8,5,1,0,0,1,0,0,0,1,0,0,0
1996-01-17,27,110,23,23,24,16,8,5,1,0,0,1,0,0,0,1,0,0,0
1996-01-19,27,111,23,23,24,16,8,5,1,0,0,1,0,0,0,1,0,0,0
1996-01-21,27,112,23,23,24,16,8,5,1,0,0,1,0,0,0,1,0,0,0
1996-02-14,27,113,23,23,24,16,8,5,1,0,0,1,0,0,0,1,0,0,0
1996-02-18,27,113,23,23,24,16,8,5,1,0,0,1,0,0,0,1,1,0,0
1996-02-22,27,113,23,23,24,16,8,5,1,0,0,1,0,0,1,1,1,0,0
1996-02-25,27,114,23,23,24,16,8,5,1,0,0,1,0,0,1,1,1,0,0
1996-03-03,27,115,23,23,24,16,8,5,1,0,0,1,0,0,1,1,1,0,0
1996-03-09,27,116,23,23,24,16,8,5,1,0,0,1,0,0,1,1,1,0,0
1996-05-23,27,117,23,23,24,16,8,5,1,0,0,1,0,0,1,1,1,0,0
1996-05-25,27,117,23,23,24,17,8,5,1,0,0,1,0,0,1,1,1,0,0
1996-05-26,27,117,23,23,24,18,8,5,1,0,0,1,0,0,1,1,1,0,0
1996-08-29,27,117,23,24,24,18,8,5,1,0,0,1,0,0,1,1,1,0,0
1996-08-31,27,117,23,25,24,18,8,5,1,0,0,1,0,0,1,1,1,0,0
1996-09-01,27,118,23,25,24,18,8,5,1,0,0,1,0,0,1,1,1,0,0
1996-12-15,27,119,23,25,24,18,8,5,1,0,0,1,0,0,1,1,1,0,0
1997-01-01,27,120,23,25,24,18,8,5,1,0,0,1,0,0,1,1,1,0,0
1997-01-03,27,121,23,25,24,18,8,5,1,0,0,1,0,0,1,1,1,0,0
1997-02-20,27,121,24,25,24,18,8,5,1,0,0,1,0,0,1,1,1,0,0
1997-02-23,27,121,25,25,24,18,8,5,1,0,0,1,0,0,1,1,1,0,0
1997-02-26,27,121,26,25,24,18,8,5,1,0,0,1,0,0,1,1,1,0,0
1997-03-02,27,122,26,25,24,18,8,5,1,0,0,1,0,0,1,1,1,0,0
1997-03-04,27,123,26,25,24,18,8,5,1,0,0,1,0,0,1,1,1,0,0
1997-05-22,28,123,26,25,24,18,8,5,1,0,0,1,0,0,1,1,1,0,0
1997-05-24,29,123,26,25,24,18,8,5,1,0,0,1,0,0,1,1,1,0,0
1997-05-25,30,123,26,25,24,18,8,5,1,0,0,1,0,0,1,1,1,0,0
1997-12-11,30,123,26,25,24,19,8,5,1,0,0,1,0,0,1,1,1,0,0
1997-12-13,30,123,26,25,25,19,8,5,1,0,0,1,0,0,1,1,1,0,0
1997-12-15,30,123,26,26,25,19,8,5,1,0,0,1,0,0,1,1,1,0,0
1997-12-19,30,123,26,26,26,19,8,5,1,0,0,1,0,0,1,1,1,0,0
1998-03-29,30,123,26,26,27,19,8,5,1,0,0,1,0,0,1,1,1,0,0
1998-04-01,30,124,26,26,27,19,8,5,1,0,0,1,0,0,1,1,1,0,0
1998-04-04,30,125,26,26,27,19,8,5,1,0,0,1,0,0,1,1,1,0,0
1998-04-05,30,126,26,26,27,19,8,5,1,0,0,1,0,0,1,1,1,0,0
1998-04-08,30,127,26,26,27,19,8,5,1,0,0,1,0,0,1,1,1,0,0
1998-05-21,30,128,26,26,27,19,8,5,1,0,0,1,0,0,1,1,1,0,0
1998-05-23,30,129,26,26,27,19,8,5,1,0,0,1,0,0,1,1,1,0,0
1998-05-24,30,129,26,26,27,19,8,6,1,0,0,1,0,0,1,1,1,0,0
1998-08-16,30,129,26,26,27,19,9,6,1,0,0,1,0,0,1,1,1,0,0
1998-08-18,30,130,26,26,27,19,9,6,1,0,0,1,0,0,1,1,1,0,0
1998-08-20,30,131,26,26,27,19,9,6,1,0,0,1,0,0,1,1,1,0,0
1998-10-25,30,132,26,26,27,19,9,6,1,0,0,1,0,0,1,1,1,0,0
1999-01-10,31,132,26,26,27,19,9,6,1,0,0,1,0,0,1,1,1,0,0
1999-01-11,31,132,26,26,27,19,10,6,1,0,0,1,0,0,1,1,1,0,0
1999-01-15,31,133,26,26,27,19,10,6,1,0,0,1,0,0,1,1,1,0,0
1999-01-17,32,133,26,26,27,19,10,6,1,0,0,1,0,0,1,1,1,0,0
1999-01-19,32,133,26,26,27,19,11,6,1,0,0,1,0,0,1,1,1,0,0
1999-01-23,32,134,26,26,27,19,11,6,1,0,0,1,0,0,1,1,1,0,0
1999-01-26,32,135,26,26,27,19,11,6,1,0,0,1,0,0,1,1,1,0,0
1999-01-29,32,135,26,26,27,19,12,6,1,0,0,1,0,0,1,1,1,0,0
1999-02-03,32,136,26,26,27,19,12,6,1,0,0,1,0,0,1,1,1,0,0
1999-02-05,32,137,26,26,27,19,12,6,1,0,0,1,0,0,1,1,1,0,0
1999-02-10,32,138,26,26,27,19,12,6,1,0,0,1,0,0,1,1,1,0,0
1999-02-13,32,139,26,26,27,19,12,6,1,0,0,1,0,0,1,1,1,0,0
1999-04-07,32,140,26,26,27,19,12,6,1,0,0,1,0,0,1,1,1,0,0
1999-04-09,32,141,26,26,27,19,12,6,1,0,0,1,0,0,1,1,1,0,0
1999-04-11,32,142,26,26,27,19,12,6,1,0,0,1,0,0,1,1,1,0,0
1999-04-12,32,142,26,27,27,19,12,6,1,0,0,1,0,0,1,1,1,0,0
1999-05-14,32,142,26,27,27,19,13,6,1,0,0,1,0,0,1,1,1,0,0
1999-05-18,32,142,26,27,27,19,13,6,1,0,0,1,0,0,1,1,1,1,0
1999-05-22,32,143,26,27,27,19,13,6,1,0,0,1,0,0,1,1,1,1,0
1999-05-25,32,143,26,27,27,19,13,6,2,0,0,1,0,0,1,1,1,1,0
1999-05-29,32,144,26,27,27,19,13,6,2,0,0,1,0,0,1,1,1,1,0
2000-01-23,32,144,26,27,27,19,13,7,2,0,0,1,0,0,1,1,1,1,0
2000-01-26,32,145,26,27,27,19,13,7,2,0,0,1,0,0,1,1,1,1,0
2000-01-28,32,146,26,27,27,19,13,7,2,0,0,1,0,0,1,1,1,1,0
2000-01-30,32,146,26,27,27,19,13,7,3,0,0,1,0,0,1,1,1,1,0
2000-02-04,32,147,26,27,27,19,13,7,3,0,0,1,0,0,1,1,1,1,0
2000-02-13,32,148,26,27,27,19,13,7,3,0,0,1,0,0,1,1,1,1,0
