web-scraper-order,web-scraper-start-url,espn2,espn2-href,espn3,espn3-href,BATSMEN,Runs,Balls,Minutes,Fours,Sixes,StrikeRate
"1603230889-4571","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2258","https://stats.espncricinfo.com/ci/engine/match/1062576.html","MS Wade †","57","125","144","4","1","45.60"
"1603231656-8708","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2068","https://stats.espncricinfo.com/ci/engine/match/573012.html","AD Mathews","15","13","25","1","0","115.38"
"1603231433-7504","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2122","https://stats.espncricinfo.com/ci/engine/match/648677.html","","null","null","null","null","null","null"
"1603231231-6416","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2173","https://stats.espncricinfo.com/ci/engine/match/743967.html","JR Hazlewood","14","16","23","3","0","87.50"
"1603230494-2010","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2375","https://stats.espncricinfo.com/ci/engine/match/1206636.html","","null","null","null","null","null","null"
"1603231049-5461","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2217","https://stats.espncricinfo.com/ci/engine/match/995455.html","","null","null","null","null","null","null"
"1603230921-4746","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2250","https://stats.espncricinfo.com/ci/engine/match/1062573.html","","null","null","null","null","null","null"
"1603230768-3884","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2289","https://stats.espncricinfo.com/ci/engine/match/1072308.html","SPD Smith (c)","76","156","211","8","0","48.71"
"1603230520-2226","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2365","https://stats.espncricinfo.com/ci/engine/match/1187009.html","","null","null","null","null","null","null"
"1603231388-7238","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2134","https://stats.espncricinfo.com/ci/engine/match/667717.html","","null","null","null","null","null","null"
"1603231037-5417","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2220","https://stats.espncricinfo.com/ci/engine/match/936129.html","DW Steyn","13","12","12","0","2","108.33"
"1603231437-7536","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2121","https://stats.espncricinfo.com/ci/engine/match/648675.html","DW Steyn","4","7","12","0","0","57.14"
"1603231353-7056","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2143","https://stats.espncricinfo.com/ci/engine/match/760783.html","Shahadat Hossain","18","39","53","2","0","46.15"
"1603231672-8794","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2064","https://stats.espncricinfo.com/ci/engine/match/573009.html","F du Plessis","78","142","195","12","0","54.92"
"1603231269-6598","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2164","https://stats.espncricinfo.com/ci/engine/match/810423.html","","null","null","null","null","null","null"
"1603231395-7298","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2132","https://stats.espncricinfo.com/ci/engine/match/667715.html","","null","null","null","null","null","null"
"1603230768-3892","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2289","https://stats.espncricinfo.com/ci/engine/match/1072308.html","PJ Cummins","4","18","30","0","0","22.22"
"1603230793-4049","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2282","https://stats.espncricinfo.com/ci/engine/match/1072305.html","SCJ Broad","20","32","54","3","0","62.50"
"1603231211-6297","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2178","https://stats.espncricinfo.com/ci/engine/match/743971.html","MR Marsh","3","13","22","0","0","23.07"
"1603230747-3790","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2293","https://stats.espncricinfo.com/ci/engine/match/1122277.html","AK Markram","94","150","202","15","0","62.66"
"1603230892-4602","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2257","https://stats.espncricinfo.com/ci/engine/match/1020045.html","M Morkel","9","5","9","2","0","180.00"
"1603230806-4106","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2279","https://stats.espncricinfo.com/ci/engine/match/1122886.html","KA Hope","16","23","27","3","0","69.56"
"1603231441-7546","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2120","https://stats.espncricinfo.com/ci/engine/match/667653.html","","null","null","null","null","null","null"
"1603231441-7556","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2120","https://stats.espncricinfo.com/ci/engine/match/667653.html","","null","null","null","null","null","null"
"1603230736-3730","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2296","https://stats.espncricinfo.com/ci/engine/match/1130745.html","","null","null","null","null","null","null"
"1603230714-3603","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2302","https://stats.espncricinfo.com/ci/engine/match/1075985.html","Extras","30","","null","null","null","null"
"1603231033-5395","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2221","https://stats.espncricinfo.com/ci/engine/match/1030213.html","","null","null","null","null","null","null"
"1603230988-5140","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2233","https://stats.espncricinfo.com/ci/engine/match/1000853.html","NM Lyon","2","7","7","0","0","28.57"
"1603230702-3525","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2305","https://stats.espncricinfo.com/ci/engine/match/1119536.html","","null","null","null","null","null","null"
"1603230687-3430","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2309","https://stats.espncricinfo.com/ci/engine/match/1135151.html","RL Chase","14","30","-","2","0","46.66"
"1603231086-5655","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2208","https://stats.espncricinfo.com/ci/engine/match/913643.html","JM Vince","18","30","33","4","0","60.00"
"1603231491-7797","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2109","https://stats.espncricinfo.com/ci/engine/match/661683.html","","null","null","null","null","null","null"
"1603231579-8306","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2087","https://stats.espncricinfo.com/ci/engine/match/623577.html","Nasir Hossain","77","103","147","11","0","74.75"
"1603231530-8044","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2099","https://stats.espncricinfo.com/ci/engine/match/668951.html","Extras","4","","null","null","null","null"
"1603231057-5517","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2215","https://stats.espncricinfo.com/ci/engine/match/1022597.html","","null","null","null","null","null","null"
"1603230859-4378","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2266","https://stats.espncricinfo.com/ci/engine/match/1031441.html","","null","null","null","null","null","null"
"1603231323-6897","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2151","https://stats.espncricinfo.com/ci/engine/match/749777.html","","null","null","null","null","null","null"
"1603231672-8789","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2064","https://stats.espncricinfo.com/ci/engine/match/573009.html","","null","null","null","null","null","null"
"1603230512-2149","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2368","https://stats.espncricinfo.com/ci/engine/match/1183530.html","","null","null","null","null","null","null"
"1603230430-1744","https://stats.espncricinfo.com/ci/content/records/307847.html","2020","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2020;type=year","Test # 2386","https://stats.espncricinfo.com/ci/engine/match/1214666.html","CR Ervine (c)","107","227","-","13","0","47.13"
"1603231417-7420","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2126","https://stats.espncricinfo.com/ci/engine/match/667901.html","","null","null","null","null","null","null"
"1603230740-3746","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2295","https://stats.espncricinfo.com/ci/engine/match/1130744.html","Mominul Haque","176","214","-","16","1","82.24"
