web-scraper-order,web-scraper-start-url,espn2,espn2-href,espn3,espn3-href,BATSMEN,Runs,Balls,Minutes,Fours,Sixes,StrikeRate
"1603230584-2771","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2340","https://stats.espncricinfo.com/ci/engine/match/1144154.html","","null","null","null","null","null","null"
"1603231248-6498","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2169","https://stats.espncricinfo.com/ci/engine/match/860267.html","LD Chandimal †","24","41","78","2","0","58.53"
"1603231306-6826","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2154","https://stats.espncricinfo.com/ci/engine/match/722333.html","","null","null","null","null","null","null"
"1603230586-2792","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2339","https://stats.espncricinfo.com/ci/engine/match/1144996.html","","null","null","null","null","null","null"
"1603230866-4443","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2264","https://stats.espncricinfo.com/ci/engine/match/1031439.html","Extras","12","","null","null","null","null"
"1603231066-5542","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2213","https://stats.espncricinfo.com/ci/engine/match/995453.html","AD Mathews (c)","54","65","118","3","3","83.07"
"1603231340-6985","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2146","https://stats.espncricinfo.com/ci/engine/match/742613.html","BB McCullum (c)","43","69","104","4","2","62.31"
"1603230661-3317","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2315","https://stats.espncricinfo.com/ci/engine/match/1119550.html","HH Pandya","11","10","10","2","0","110.00"
"1603231298-6787","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2156","https://stats.espncricinfo.com/ci/engine/match/754743.html","BJ Haddin †","9","11","36","0","1","81.81"
"1603230459-1839","https://stats.espncricinfo.com/ci/content/records/307847.html","2020","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2020;type=year","Test # 2382","https://stats.espncricinfo.com/ci/engine/match/1185307.html","","null","null","null","null","null","null"
"1603231454-7629","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2117","https://stats.espncricinfo.com/ci/engine/match/690349.html","","null","null","null","null","null","null"
"1603230918-4728","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2251","https://stats.espncricinfo.com/ci/engine/match/1062574.html","AM Rahane","17","42","51","2","0","40.47"
"1603231551-8152","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2094","https://stats.espncricinfo.com/ci/engine/match/566936.html","","null","null","null","null","null","null"
"1603231302-6810","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2155","https://stats.espncricinfo.com/ci/engine/match/749779.html","TG Southee","0","1","2","0","0","0.00"
"1603231507-7903","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2105","https://stats.espncricinfo.com/ci/engine/match/592398.html","","null","null","null","null","null","null"
"1603230781-3969","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2285","https://stats.espncricinfo.com/ci/engine/match/1072306.html","","null","null","null","null","null","null"
"1603230785-4001","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2284","https://stats.espncricinfo.com/ci/engine/match/1115793.html","JO Holder (c)","0","1","1","0","0","0.00"
"1603231248-6486","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2169","https://stats.espncricinfo.com/ci/engine/match/860267.html","FDM Karunaratne","130","230","349","14","0","56.52"
"1603231026-5346","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2223","https://stats.espncricinfo.com/ci/engine/match/1030217.html","AM Rahane","188","381","513","18","4","49.34"
"1603230538-2356","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2358","https://stats.espncricinfo.com/ci/engine/match/1188628.html","V Kohli (c)","9","12","-","2","0","75.00"
"1603231426-7479","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2124","https://stats.espncricinfo.com/ci/engine/match/667899.html","JM Anderson","9","15","26","1","0","60.00"
"1603231333-6957","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2148","https://stats.espncricinfo.com/ci/engine/match/754737.html","MG Johnson","0","4","1","0","0","0.00"
"1603231668-8769","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2065","https://stats.espncricinfo.com/ci/engine/match/565808.html","Yuvraj Singh","32","54","77","4","1","59.25"
"1603231162-6028","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2190","https://stats.espncricinfo.com/ci/engine/match/892513.html","","null","null","null","null","null","null"
"1603230873-4470","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2262","https://stats.espncricinfo.com/ci/engine/match/1031437.html","","null","null","null","null","null","null"
"1603230862-4409","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2265","https://stats.espncricinfo.com/ci/engine/match/1109602.html","","null","null","null","null","null","null"
"1603230497-2031","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2374","https://stats.espncricinfo.com/ci/engine/match/1183532.html","","null","null","null","null","null","null"
"1603230985-5118","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2234","https://stats.espncricinfo.com/ci/engine/match/1019993.html","","null","null","null","null","null","null"
"1603230427-1738","https://stats.espncricinfo.com/ci/content/records/307847.html","2020","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2020;type=year","Test # 2387","https://stats.espncricinfo.com/ci/engine/match/1187686.html","","null","null","null","null","null","null"
"1603230988-5127","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2233","https://stats.espncricinfo.com/ci/engine/match/1000853.html","","null","null","null","null","null","null"
"1603231668-8760","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2065","https://stats.espncricinfo.com/ci/engine/match/565808.html","","null","null","null","null","null","null"
"1603230419-1665","https://stats.espncricinfo.com/ci/content/records/307847.html","2020","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2020;type=year","Test # 2390","https://stats.espncricinfo.com/ci/engine/match/1225249.html","","null","null","null","null","null","null"
"1603230694-3479","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2307","https://stats.espncricinfo.com/ci/engine/match/1133983.html","","null","null","null","null","null","null"
"1603230694-3482","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2307","https://stats.espncricinfo.com/ci/engine/match/1133983.html","R Ashwin","18","39","45","1","0","46.15"
"1603231664-8743","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2066","https://stats.espncricinfo.com/ci/engine/match/565809.html","","null","null","null","null","null","null"
"1603230666-3344","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2314","https://stats.espncricinfo.com/ci/engine/match/1119549.html","SM Curran","24","71","98","3","0","33.80"
"1603230959-4945","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2241","https://stats.espncricinfo.com/ci/engine/match/1034817.html","","null","null","null","null","null","null"
"1603231516-7941","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2103","https://stats.espncricinfo.com/ci/engine/match/592397.html","","null","null","null","null","null","null"
"1603231319-6874","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2152","https://stats.espncricinfo.com/ci/engine/match/754741.html","","null","null","null","null","null","null"
"1603231053-5488","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2216","https://stats.espncricinfo.com/ci/engine/match/913647.html","","null","null","null","null","null","null"
"1603230504-2068","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2371","https://stats.espncricinfo.com/ci/engine/match/1187672.html","","null","null","null","null","null","null"
"1603231704-8963","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2056","https://stats.espncricinfo.com/ci/engine/match/573007.html","","null","null","null","null","null","null"
"1603231684-8861","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2061","https://stats.espncricinfo.com/ci/engine/match/573008.html","MEK Hussey","103","137","209","9","4","75.18"
"1603231336-6962","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2147","https://stats.espncricinfo.com/ci/engine/match/742615.html","Shan Masood","12","57","71","1","0","21.05"
"1603231195-6200","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2182","https://stats.espncricinfo.com/ci/engine/match/915775.html","","null","null","null","null","null","null"
"1603230905-4662","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2254","https://stats.espncricinfo.com/ci/engine/match/1083445.html","","null","null","null","null","null","null"
"1603231445-7573","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2119","https://stats.espncricinfo.com/ci/engine/match/648673.html","","null","null","null","null","null","null"
"1603231630-8593","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2074","https://stats.espncricinfo.com/ci/engine/match/598812.html","MS Wade †","12","35","33","1","0","34.28"
"1603230527-2260","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2362","https://stats.espncricinfo.com/ci/engine/match/1152850.html","RJ Burns","47","87","145","7","0","54.02"
"1603230774-3930","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2287","https://stats.espncricinfo.com/ci/engine/match/1115794.html","LRPL Taylor","16","30","43","2","0","53.33"
"1603230489-1964","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2377","https://stats.espncricinfo.com/ci/engine/match/1185304.html","","null","null","null","null","null","null"
"1603231045-5448","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2218","https://stats.espncricinfo.com/ci/engine/match/1022599.html","","null","null","null","null","null","null"
"1603230732-3700","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2297","https://stats.espncricinfo.com/ci/engine/match/1075982.html","UT Khawaja","14","19","30","3","0","73.68"
"1603231737-9160","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2048","https://stats.espncricinfo.com/ci/engine/match/562446.html","Extras","11","","null","null","null","null"
"1603231717-9026","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2053","https://stats.espncricinfo.com/ci/engine/match/534227.html","","null","null","null","null","null","null"
"1603231729-9110","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2050","https://stats.espncricinfo.com/ci/engine/match/560929.html","DAJ Bracewell","39","31","30","5","2","125.80"
"1603230994-5167","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2231","https://stats.espncricinfo.com/ci/engine/match/1059703.html","","null","null","null","null","null","null"
"1603231417-7433","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2126","https://stats.espncricinfo.com/ci/engine/match/667901.html","N Pradeep","13","19","26","1","0","68.42"
"1603231138-5919","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2196","https://stats.espncricinfo.com/ci/engine/match/800461.html","JWA Taylor","70","137","203","9","1","51.09"
"1603231583-8323","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2086","https://stats.espncricinfo.com/ci/engine/match/623576.html","BRM Taylor (c)","171","324","489","8","2","52.77"
"1603230878-4499","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2261","https://stats.espncricinfo.com/ci/engine/match/1077955.html","","null","null","null","null","null","null"
"1603231583-8324","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2086","https://stats.espncricinfo.com/ci/engine/match/623576.html","","null","null","null","null","null","null"
"1603231083-5638","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2209","https://stats.espncricinfo.com/ci/engine/match/995451.html","MDKJ Perera","20","15","24","3","0","133.33"
"1603231672-8795","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2064","https://stats.espncricinfo.com/ci/engine/match/573009.html","","null","null","null","null","null","null"
"1603231353-7049","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2143","https://stats.espncricinfo.com/ci/engine/match/760783.html","","null","null","null","null","null","null"
"1603230604-2896","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2334","https://stats.espncricinfo.com/ci/engine/match/1144994.html","PJ Cummins","19","66","109","0","0","28.78"
"1603231608-8474","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2080","https://stats.espncricinfo.com/ci/engine/match/569244.html","","null","null","null","null","null","null"
"1603230538-2354","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2358","https://stats.espncricinfo.com/ci/engine/match/1188628.html","CA Pujara","2","4","-","0","0","50.00"
"1603230433-1764","https://stats.espncricinfo.com/ci/content/records/307847.html","2020","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2020;type=year","Test # 2385","https://stats.espncricinfo.com/ci/engine/match/1187685.html","","null","null","null","null","null","null"
"1603230676-3360","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2312","https://stats.espncricinfo.com/ci/engine/match/1146718.html","","null","null","null","null","null","null"
"1603231103-5743","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2204","https://stats.espncricinfo.com/ci/engine/match/913615.html","JM Bairstow †","48","57","91","5","0","84.21"
"1603230862-4402","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2265","https://stats.espncricinfo.com/ci/engine/match/1109602.html","CA Pujara","153","265","381","13","0","57.73"
"1603231457-7650","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2116","https://stats.espncricinfo.com/ci/engine/match/690347.html","","null","null","null","null","null","null"
"1603230504-2070","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2371","https://stats.espncricinfo.com/ci/engine/match/1187672.html","","null","null","null","null","null","null"
"1603230540-2391","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2357","https://stats.espncricinfo.com/ci/engine/match/1152848.html","NM Lyon","1","4","14","0","0","25.00"
"1603231623-8552","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2076","https://stats.espncricinfo.com/ci/engine/match/598813.html","","null","null","null","null","null","null"
"1603231644-8660","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2070","https://stats.espncricinfo.com/ci/engine/match/573013.html","TT Samaraweera","12","27","39","0","0","44.44"
"1603230533-2325","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2360","https://stats.espncricinfo.com/ci/engine/match/1152849.html","","null","null","null","null","null","null"
"1603231627-8581","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2075","https://stats.espncricinfo.com/ci/engine/match/567365.html","","null","null","null","null","null","null"
"1603230977-5066","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2236","https://stats.espncricinfo.com/ci/engine/match/1000855.html","","null","null","null","null","null","null"
"1603231470-7703","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2113","https://stats.espncricinfo.com/ci/engine/match/592401.html","","null","null","null","null","null","null"
"1603231185-6161","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2184","https://stats.espncricinfo.com/ci/engine/match/902639.html","Misbah-ul-Haq (c)","71","160","212","7","2","44.37"
"1603230548-2442","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2354","https://stats.espncricinfo.com/ci/engine/match/1192873.html","JA Raval","33","83","118","3","0","39.75"
"1603230427-1722","https://stats.espncricinfo.com/ci/content/records/307847.html","2020","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2020;type=year","Test # 2387","https://stats.espncricinfo.com/ci/engine/match/1187686.html","","null","null","null","null","null","null"
"1603231523-7982","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2101","https://stats.espncricinfo.com/ci/engine/match/676525.html","MN Samuels","65","98","102","11","2","66.32"
"1603231330-6923","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2149","https://stats.espncricinfo.com/ci/engine/match/754739.html","","null","null","null","null","null","null"
"1603231564-8204","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2091","https://stats.espncricinfo.com/ci/engine/match/566933.html","JE Root","6","14","28","1","0","42.85"
"1603231556-8170","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2093","https://stats.espncricinfo.com/ci/engine/match/566935.html","JM Bairstow","14","77","105","1","0","18.18"
"1603230654-3283","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2317","https://stats.espncricinfo.com/ci/engine/match/1119552.html","Extras","34","","null","null","null","null"
"1603231406-7346","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2129","https://stats.espncricinfo.com/ci/engine/match/730089.html","AN Petersen","34","46","76","4","0","73.91"
"1603230963-4978","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2240","https://stats.espncricinfo.com/ci/engine/match/1000881.html","","null","null","null","null","null","null"
"1603231258-6544","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2167","https://stats.espncricinfo.com/ci/engine/match/860263.html","KDK Vithanage","18","21","30","2","0","85.71"
"1603230789-4016","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2283","https://stats.espncricinfo.com/ci/engine/match/1122724.html","AD Mathews","10","20","19","2","0","50.00"
"1603230482-1929","https://stats.espncricinfo.com/ci/content/records/307847.html","2020","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2020;type=year","Test # 2378","https://stats.espncricinfo.com/ci/engine/match/1183534.html","","null","null","null","null","null","null"
"1603231721-9050","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2052","https://stats.espncricinfo.com/ci/engine/match/560930.html","BB McCullum","0","4","6","0","0","0.00"
"1603231499-7856","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2107","https://stats.espncricinfo.com/ci/engine/match/592399.html","PM Siddle","21","36","78","3","0","58.33"
"1603231170-6083","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2188","https://stats.espncricinfo.com/ci/engine/match/903605.html","JP Duminy","15","39","47","2","0","38.46"
"1603231421-7443","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2125","https://stats.espncricinfo.com/ci/engine/match/730279.html","","null","null","null","null","null","null"
"1603231680-8841","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2062","https://stats.espncricinfo.com/ci/engine/match/565807.html","","null","null","null","null","null","null"
"1603231457-7643","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2116","https://stats.espncricinfo.com/ci/engine/match/690347.html","Mushfiqur Rahim (c) †","61","122","177","9","0","50.00"
"1603230661-3307","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2315","https://stats.espncricinfo.com/ci/engine/match/1119550.html","M Vijay","0","5","3","0","0","0.00"
"1603231516-7950","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2103","https://stats.espncricinfo.com/ci/engine/match/592397.html","NM Lyon","1","16","21","0","0","6.25"
"1603231022-5329","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2224","https://stats.espncricinfo.com/ci/engine/match/1050229.html","Azhar Ali","302","469","658","23","2","64.39"
"1603231664-8752","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2066","https://stats.espncricinfo.com/ci/engine/match/565809.html","GP Swann","56","91","96","6","2","61.53"
